Site,date,TempInSitu,Salinity_psu,Depth,pH,DO_mg_L,Rn_dpm_L,PAR_calc
Cabral,2021-08-28T01:18:00Z,25.6770776280323,37.3227230788786,0.188,7.845240543285539,4.529,NA,-0.500327699999616
Cabral,2021-08-28T01:19:00Z,25.6470080862534,37.3284980175913,0.193,7.873681417510156,4.52,NA,-0.500327699999616
Cabral,2021-08-28T01:20:00Z,25.6569385444744,37.3553650155721,0.193,7.843046009972224,4.479,NA,-0.500327699999616
Cabral,2021-08-28T01:21:00Z,25.6768690026954,37.3633488100757,0.168,7.846749409960105,4.478,NA,-0.500327699999616
Cabral,2021-08-28T01:22:00Z,25.6867994609164,37.3551837653437,0.192,7.84574215699114,4.473,NA,-0.500327699999616
Cabral,2021-08-28T01:23:00Z,25.7067299191375,37.3631606759825,0.174,7.851468456170286,4.495,NA,-0.500327699999616
Cabral,2021-08-28T01:24:00Z,25.6866603773585,37.3363243200546,0.168,7.845068120236411,4.568,NA,-0.500327699999616
Cabral,2021-08-28T01:25:00Z,25.6565908355795,37.3421075000169,0.15,7.845204512423584,4.465,NA,-0.500327699999616
Cabral,2021-08-28T01:26:00Z,25.7065212938005,37.3713586653851,0.207,7.839133568418117,4.465,NA,-0.500327699999616
Cabral,2021-08-28T01:27:00Z,25.6764517520216,37.3582096192844,0.175,7.8428411424670195,4.484,NA,-0.500327699999616
Cabral,2021-08-28T01:28:00Z,25.6963822102426,37.3553089655791,0.198,7.844899611047729,4.474,NA,-0.500327699999616
Cabral,2021-08-28T01:29:00Z,25.6263126684636,37.3372820904205,0.168,7.844216982962089,4.542,NA,-0.500327699999616
Cabral,2021-08-28T01:30:00Z,25.6762431266846,37.3772216870485,0.161,7.847262315551153,4.494,NA,-0.500327699999616
Cabral,2021-08-28T01:31:00Z,25.6761735849057,37.3529820559966,0.213,7.83662575640669,4.473,NA,-0.500327699999616
Cabral,2021-08-28T01:32:00Z,25.6861040431267,37.3907876337859,0.184,7.839296961743861,4.445,NA,-0.500327699999616
Cabral,2021-08-28T01:33:00Z,25.6760345013477,37.3476661669114,0.175,7.838480287600153,4.422,NA,-0.500327699999616
Cabral,2021-08-28T01:34:00Z,25.6859649595687,37.3908761466503,0.179,7.83139935031602,4.424,NA,-0.500327699999616
Cabral,2021-08-28T01:35:00Z,25.6758954177898,37.3774428944276,0.17,7.83508310487504,4.398,NA,-0.500327699999616
Cabral,2021-08-28T01:36:00Z,25.6858258760108,37.3909646599383,0.198,7.828901295828076,4.448,NA,-0.500327699999616
Cabral,2021-08-28T01:37:00Z,25.6757563342318,37.3884156580982,0.163,7.827338018916621,4.447,NA,-0.500327699999616
Cabral,2021-08-28T01:38:00Z,25.6556867924528,37.3940098733255,0.181,7.825682052273603,4.412,NA,-0.500327699999616
Cabral,2021-08-28T01:39:00Z,25.6556172506739,37.4103511851629,0.188,7.830394607858772,4.423,NA,-0.500327699999616
Cabral,2021-08-28T01:40:00Z,25.6455477088949,37.3942442746502,0.177,7.824326248057316,4.412,NA,-0.500327699999616
Cabral,2021-08-28T01:41:00Z,25.6454781671159,37.3942885588413,0.202,7.841492933721964,4.431,NA,-0.500327699999616
Cabral,2021-08-28T01:42:00Z,25.6354086253369,37.3917365418814,0.197,7.830900304508893,4.423,NA,-0.500327699999616
Cabral,2021-08-28T01:43:00Z,25.625339083558,37.3810305874022,0.173,7.833428787759501,4.42,NA,-0.500327699999616
Cabral,2021-08-28T01:44:00Z,25.625269541779,37.3810748627634,0.173,7.830587346082369,4.428,NA,-0.500327699999616
Cabral,2021-08-28T01:45:00Z,25.6452,37.4025415987323,0.182,7.831567944060881,4.424,NA,-0.500327699999616
Cabral,2021-08-28T01:46:00Z,25.645130458221,37.4053273277417,0.209,7.829031850177554,4.551,NA,-0.500327699999616
Cabral,2021-08-28T01:47:00Z,25.585060916442,37.4060293540459,0.193,7.832266693425244,4.554,NA,-0.500327699999616
Cabral,2021-08-28T01:48:00Z,25.5749913746631,37.4034740266548,0.184,7.8304117278572125,4.53,NA,-0.500327699999616
Cabral,2021-08-28T01:49:00Z,25.5849218328841,37.39528826457,0.19,7.827338018916621,4.452,NA,-0.500327699999616
Cabral,2021-08-28T01:50:00Z,25.6248522911051,37.4165473369905,0.177,7.837274310446827,4.353,NA,-0.500327699999616
Cabral,2021-08-28T01:51:00Z,25.6447827493261,37.3947314065809,0.2,7.83326022220946,4.428,NA,-0.500327699999616
Cabral,2021-08-28T01:52:00Z,25.6047132075472,37.400620297277,0.156,7.840139733117625,4.424,NA,-0.500327699999616
Cabral,2021-08-28T01:53:00Z,25.6046436657682,37.4087469631192,0.165,7.837980057610593,4.415,NA,-0.500327699999616
Cabral,2021-08-28T01:54:00Z,25.6445741239892,37.4110906768159,0.175,7.838817475089874,4.47,NA,-0.500327699999616
Cabral,2021-08-28T01:55:00Z,25.5845045822102,37.4009690475033,0.166,7.841151058766142,4.44,NA,-0.500327699999616
Cabral,2021-08-28T01:56:00Z,25.6244350404313,37.4086595882048,0.186,7.835088942182952,4.494,NA,-0.500327699999616
Cabral,2021-08-28T01:57:00Z,25.5943654986523,37.3982430361353,0.19,7.84270451320852,4.462,NA,-0.500327699999616
Cabral,2021-08-28T01:58:00Z,25.5942959568733,37.4063712067387,0.19,7.846749409960105,4.345,NA,-0.500327699999616
Cabral,2021-08-28T01:59:00Z,25.6042264150943,37.4306663798401,0.206,7.842504090280755,4.385,NA,-0.500327699999616
Cabral,2021-08-28T02:00:00Z,25.6341568733154,37.4087631601395,0.172,7.841497558163057,4.432,NA,-0.500327699999616
Cabral,2021-08-28T02:01:00Z,25.5840873315364,37.4147357883055,0.173,7.843892695108463,4.465,NA,-0.500327699999616
Cabral,2021-08-28T02:02:00Z,25.5840177897574,37.3986089597252,0.182,7.844398138174866,4.427,NA,-0.500327699999616
Cabral,2021-08-28T02:03:00Z,25.5839482479784,37.4067387393864,0.173,7.837316697557027,4.429,NA,-0.500327699999616
Cabral,2021-08-28T02:04:00Z,25.5938787061995,37.4093813468445,0.168,7.839338807821214,4.462,NA,-0.500327699999616
Cabral,2021-08-28T02:05:00Z,25.5938091644205,37.4229244545899,0.207,7.841329060242123,4.386,NA,-0.500327699999616
Cabral,2021-08-28T02:06:00Z,25.5737396226415,37.4556940787979,0.168,7.837827378311621,4.435,NA,-0.500327699999616
Cabral,2021-08-28T02:07:00Z,25.6036700808625,37.4147808075819,0.188,7.838301115017105,4.486,NA,-0.500327699999616
Cabral,2021-08-28T02:08:00Z,25.5736005390836,37.3962738389539,0.191,7.840327289048755,4.425,NA,-0.500327699999616
Cabral,2021-08-28T02:09:00Z,25.5635309973046,37.4397271304562,0.178,7.8394485998188035,4.424,NA,-0.500327699999616
Cabral,2021-08-28T02:10:00Z,25.5834614555256,37.4043786177637,0.181,7.837632223372227,4.498,NA,-0.500327699999616
Cabral,2021-08-28T02:11:00Z,25.5833919137466,37.3881781591739,0.19,7.835274040905263,4.451,NA,-0.500327699999616
Cabral,2021-08-28T02:12:00Z,25.5433223719677,37.437414905131,0.178,7.8333897336256175,4.379,NA,-0.500327699999616
Cabral,2021-08-28T02:13:00Z,25.5932528301887,37.415194684488696,0.193,7.832073650414386,4.399,NA,-0.500327699999616
Cabral,2021-08-28T02:14:00Z,25.5831832884097,37.4072264575739,0.198,7.829515835666005,4.443,NA,-0.500327699999616
Cabral,2021-08-28T02:15:00Z,25.6031137466307,37.4070527043199,0.224,7.829515835666005,4.422,NA,-0.500327699999616
Cabral,2021-08-28T02:16:00Z,25.5830442048517,37.4262321687142,0.159,7.826820950128884,4.329,NA,-0.500327699999616
Cabral,2021-08-28T02:17:00Z,25.6229746630728,37.4095902852924,0.2,7.825342885288417,4.396,NA,-0.500327699999616
Cabral,2021-08-28T02:18:00Z,25.5829051212938,37.4182345782491,0.159,7.824163991062661,4.46,NA,-0.500327699999616
Cabral,2021-08-28T02:19:00Z,25.6028355795148,37.4018168831312,0.187,7.821637789150325,4.493,NA,-0.500327699999616
Cabral,2021-08-28T02:20:00Z,25.5627660377358,37.4050376211427,0.189,7.823146245360883,4.459,NA,-0.500327699999616
Cabral,2021-08-28T02:21:00Z,25.5626964959569,37.4159167805646,0.154,7.82058902732429,4.459,NA,-0.500327699999616
Cabral,2021-08-28T02:22:00Z,25.5826269541779,37.4319141858944,0.198,7.81974687559394,4.385,NA,-0.500327699999616
Cabral,2021-08-28T02:23:00Z,25.5625574123989,37.4160055072528,0.182,7.81924158455573,4.491,NA,-0.500327699999616
Cabral,2021-08-28T02:24:00Z,25.5424878706199,37.446041049932,0.195,7.8200837362860796,4.548,NA,-0.500327699999616
Cabral,2021-08-28T02:25:00Z,25.522418328841,37.4382173581609,0.166,7.81957844524787,4.581,NA,-0.500327699999616
Cabral,2021-08-28T02:26:00Z,25.532348787062,37.4543764540782,0.17,7.819945854870005,4.568,NA,-0.500327699999616
Cabral,2021-08-28T02:27:00Z,25.562279245283,37.4053480503173,0.184,7.81957844524787,4.584,NA,-0.500327699999616
Cabral,2021-08-28T02:28:00Z,25.542209703504,37.4137730335567,0.189,7.819945854870005,4.443,NA,-0.500327699999616
Cabral,2021-08-28T02:29:00Z,25.5721401617251,37.4242127337901,0.18,7.820282738079571,4.464,NA,-0.500327699999616
Cabral,2021-08-28T02:30:00Z,25.5320706199461,37.4221010422221,0.178,7.820244331311852,4.536,NA,-0.500327699999616
Cabral,2021-08-28T02:31:00Z,25.5620010781671,37.4055254407538,0.207,7.82129338770827,4.621,NA,-0.500327699999616
Cabral,2021-08-28T02:32:00Z,25.5319315363881,37.4411265080759,0.173,7.821630270917836,4.542,NA,-0.500327699999616
Cabral,2021-08-28T02:33:00Z,25.5118619946092,37.43604743217,0.157,7.822441761131061,4.554,NA,-0.500327699999616
Cabral,2021-08-28T02:34:00Z,25.4917924528302,36.9809027293826,0.182,7.824294494937832,4.616,NA,-0.500327699999616
Cabral,2021-08-28T02:35:00Z,25.4817229110512,37.4419324203876,0.145,7.823651570175232,4.562,NA,-0.500327699999616
Cabral,2021-08-28T02:36:00Z,25.5216533692722,37.4306097844244,0.177,7.824156894989581,4.441,NA,-0.500327699999616
Cabral,2021-08-28T02:37:00Z,25.5315838274933,37.4467700313582,0.154,7.823483128570449,4.412,NA,-0.500327699999616
Cabral,2021-08-28T02:38:00Z,25.5815142857143,37.4542893058883,0.211,7.822135595732185,4.476,NA,-0.500327699999616
Cabral,2021-08-28T02:39:00Z,25.5214447439353,37.4307430103856,0.145,7.823146245360883,4.513,NA,-0.500327699999616
Cabral,2021-08-28T02:40:00Z,25.5313752021563,37.4360605405548,0.184,7.821285669443779,4.517,NA,-0.500327699999616
Cabral,2021-08-28T02:41:00Z,25.5213056603774,37.4200620329574,0.195,7.820749706798877,4.484,NA,-0.500327699999616
Cabral,2021-08-28T02:42:00Z,25.5212361185984,37.4308762373045,0.161,7.821591999277253,4.474,NA,-0.500327699999616
Cabral,2021-08-28T02:43:00Z,25.5311665768194,37.4578056782681,0.196,7.821928916268602,4.5,NA,-0.500327699999616
Cabral,2021-08-28T02:44:00Z,25.5210970350404,37.4309650557824,0.171,7.821591999277253,4.528,NA,-0.500327699999616
Cabral,2021-08-28T02:45:00Z,25.4910274932615,37.4611813032963,0.173,7.822097374764278,4.563,NA,-0.500327699999616
Cabral,2021-08-28T02:46:00Z,25.5209579514825,37.4499952665418,0.166,7.821086623790228,4.567,NA,-0.500327699999616
Cabral,2021-08-28T02:47:00Z,25.4808884097035,37.4586719152087,0.187,7.820749706798877,4.585,NA,-0.500327699999616
Cabral,2021-08-28T02:48:00Z,25.5208188679245,37.45550689417,0.18,7.8207802601693235,4.619,NA,-0.500327699999616
Cabral,2021-08-28T02:49:00Z,25.4707493261456,37.4670174275569,0.18,7.821791078718235,4.502,NA,-0.500327699999616
Cabral,2021-08-28T02:50:00Z,25.4806797843666,37.4588053376661,0.153,7.819294465876826,4.503,NA,-0.500327699999616
Cabral,2021-08-28T02:51:00Z,25.5206102425876,37.4502174597938,0.184,7.819968389965364,4.368,NA,-0.500327699999616
Cabral,2021-08-28T02:52:00Z,25.4705407008086,37.4671509051577,0.152,7.820443320653021,4.35,NA,-0.500327699999616
Cabral,2021-08-28T02:53:00Z,25.5204711590297,37.4665008201516,0.177,7.819294465876826,4.429,NA,-0.500327699999616
Cabral,2021-08-28T02:54:00Z,25.4904016172507,37.4723596930276,0.162,7.819631427921095,4.573,NA,-0.500327699999616
Cabral,2021-08-28T02:55:00Z,25.4703320754717,37.4781412765196,0.18,7.820443320653021,4.629,NA,-0.500327699999616
Cabral,2021-08-28T02:56:00Z,25.4602625336927,37.4566975220532,0.168,7.820136870987499,4.665,NA,-0.500327699999616
Cabral,2021-08-28T02:57:00Z,25.4601929919137,37.4756331155878,0.146,7.8207802601693235,4.669,NA,-0.500327699999616
Cabral,2021-08-28T02:58:00Z,25.4601234501348,37.4865370382768,0.189,7.819631427921095,4.58,NA,-0.500327699999616
Cabral,2021-08-28T02:59:00Z,25.4300539083558,37.4735037721864,0.162,7.818927092829655,4.516,NA,-0.500327699999616
Cabral,2021-08-28T03:00:00Z,25.5399843665768,37.4639027929642,0.187,7.8184216835552,4.21,NA,-0.500327699999616
Cabral,2021-08-28T03:01:00Z,25.4899148247978,37.4780976113699,0.159,7.8184216835552,4.356,NA,-0.500327699999616
Cabral,2021-08-28T03:02:00Z,25.5098452830189,37.4508577502621,0.173,7.818084744038896,4.473,NA,-0.500327699999616
Cabral,2021-08-28T03:03:00Z,25.5197757412399,37.4182905334305,0.177,7.817778136677616,4.533,NA,-0.500327699999616
Cabral,2021-08-28T03:04:00Z,25.4697061994609,37.4433699449594,0.151,7.817916274280744,4.544,NA,-0.500327699999616
Cabral,2021-08-28T03:05:00Z,25.5096366576819,37.4563407133026,0.185,7.816767250544808,4.526,NA,-0.500327699999616
Cabral,2021-08-28T03:06:00Z,25.479567115903,37.4676206720616,0.155,7.816767250544808,4.557,NA,-0.500327699999616
Cabral,2021-08-28T03:07:00Z,25.469497574124,37.467818307563,0.169,7.8164302885005394,4.606,NA,-0.500327699999616
Cabral,2021-08-28T03:08:00Z,25.449428032345,37.4411659804109,0.168,7.815924845434136,4.514,NA,-0.500327699999616
Cabral,2021-08-28T03:09:00Z,25.449358490566,37.457426192812,0.182,7.815924845434136,4.56,NA,-0.500327699999616
Cabral,2021-08-28T03:10:00Z,25.4492889487871,37.4547927673433,0.153,7.815082440323464,4.501,NA,-0.500327699999616
Cabral,2021-08-28T03:11:00Z,25.4592194070081,37.4681491013869,0.184,7.814378409359558,4.466,NA,-0.500327699999616
Cabral,2021-08-28T03:12:00Z,25.4491498652291,37.4521294624282,0.135,7.814408516234925,4.35,NA,-0.500327699999616
Cabral,2021-08-28T03:13:00Z,25.5190803234501,37.4484465700992,0.168,7.813873000085103,4.264,NA,-0.500327699999616
Cabral,2021-08-28T03:14:00Z,25.4890107816712,37.4516187683205,0.148,7.813903073168522,4.236,NA,-0.500327699999616
Cabral,2021-08-28T03:15:00Z,25.5089412398922,37.446011679422,0.17,7.813526903288161,4.24,NA,-0.500327699999616
Cabral,2021-08-28T03:16:00Z,25.518871698113202,37.4485798818074,0.161,7.812515915762562,4.27,NA,-0.500327699999616
Cabral,2021-08-28T03:17:00Z,25.5088021563342,37.4812467568937,0.17,7.812337919610147,4.254,NA,-0.500327699999616
Cabral,2021-08-28T03:18:00Z,25.4687326145553,37.4386388597142,0.139,7.81305137438678,4.341,NA,-0.500327699999616
Cabral,2021-08-28T03:19:00Z,25.4686630727763,37.4548185576729,0.152,7.813556901952827,4.365,NA,-0.500327699999616
Cabral,2021-08-28T03:20:00Z,25.5085935309973,37.435386436182,0.161,7.812714356009416,4.259,NA,-0.500327699999616
Cabral,2021-08-28T03:21:00Z,25.5185239892183,37.4542250262286,0.166,7.812714356009416,4.24,NA,-0.500327699999616
Cabral,2021-08-28T03:22:00Z,25.5184544474394,37.446172218099,0.2,7.813012023982674,4.299,NA,-0.500327699999616
Cabral,2021-08-28T03:23:00Z,25.4883849056604,37.4520189010378,0.168,7.812843497889542,4.349,NA,-0.500327699999616
Cabral,2021-08-28T03:24:00Z,25.4783153638814,37.4522138666849,0.162,7.812704862300938,4.357,NA,-0.500327699999616
Cabral,2021-08-28T03:25:00Z,25.4782458221024,37.4766445833776,0.169,7.812337919610147,4.231,NA,-0.500327699999616
Cabral,2021-08-28T03:26:00Z,25.5181762803234,37.4517728871025,0.18,7.811188026019094,4.251,NA,-0.500327699999616
Cabral,2021-08-28T03:27:00Z,25.4881067385445,37.4630492273286,0.171,7.81219925020699,4.201,NA,-0.500327699999616
Cabral,2021-08-28T03:28:00Z,25.5180371967655,37.4274966822182,0.159,7.813041937030237,4.17,NA,-0.500327699999616
Cabral,2021-08-28T03:29:00Z,25.5579676549865,37.4649552067558,0.18,7.813210474394886,4.222,NA,-0.500327699999616
Cabral,2021-08-28T03:30:00Z,25.5178981132075,37.457373755817,0.154,7.81219925020699,4.331,NA,-0.500327699999616
Cabral,2021-08-28T03:31:00Z,25.4578285714286,37.4474703394403,0.143,7.811862175477692,4.399,NA,-0.500327699999616
Cabral,2021-08-28T03:32:00Z,25.4477590296496,37.4719143865114,0.15,7.81219925020699,4.388,NA,-0.500327699999616
Cabral,2021-08-28T03:33:00Z,25.4476894878706,37.4719588992652,0.157,7.812000867423883,4.402,NA,-0.500327699999616
Cabral,2021-08-28T03:34:00Z,25.4276199460916,37.4642710604192,0.166,7.812337919610147,4.443,NA,-0.500327699999616
Cabral,2021-08-28T03:35:00Z,25.4175504043127,37.4617120312329,0.137,7.812040319254686,4.377,NA,-0.500327699999616
Cabral,2021-08-28T03:36:00Z,25.4674808625337,37.4799662577213,0.178,7.811167932395097,4.382,NA,-0.500327699999616
Cabral,2021-08-28T03:37:00Z,25.4274113207547,37.4805543850828,0.121,7.810999434474164,4.482,NA,-0.500327699999616
Cabral,2021-08-28T03:38:00Z,25.3973417789757,37.459538345091,0.142,7.810999434474164,4.433,NA,-0.500327699999616
Cabral,2021-08-28T03:39:00Z,25.4072722371968,37.4701547232289,0.132,7.811167932395097,4.366,NA,-0.500327699999616
Cabral,2021-08-28T03:40:00Z,25.4172026954178,37.4646886753718,0.15,7.810156944869498,4.276,NA,-0.500327699999616
Cabral,2021-08-28T03:41:00Z,25.4471331536388,37.4750676367035,0.155,7.809651451106699,4.293,NA,-0.500327699999616
Cabral,2021-08-28T03:42:00Z,25.4570636118598,37.4506369509097,0.139,7.8091459573439,4.195,NA,-0.500327699999616
Cabral,2021-08-28T03:43:00Z,25.4769940700809,37.4720178443467,0.168,7.809651451106699,4.248,NA,-0.500327699999616
Cabral,2021-08-28T03:44:00Z,25.4769245283019,37.4639580401685,0.135,7.8088089615020335,4.241,NA,-0.500327699999616
Cabral,2021-08-28T03:45:00Z,25.4568549865229,37.4588772937238,0.18,7.807629476055502,4.326,NA,-0.500327699999616
Cabral,2021-08-28T03:46:00Z,25.4267854447439,37.4539399699391,0.15,7.80695548437177,4.327,NA,-0.500327699999616
Cabral,2021-08-28T03:47:00Z,25.396715902965,37.4626197075345,0.139,7.805439003083372,4.246,NA,-0.500327699999616
Cabral,2021-08-28T03:48:00Z,25.426646361186,37.4702526583719,0.126,7.806449990608971,4.242,NA,-0.500327699999616
Cabral,2021-08-28T03:49:00Z,25.456576819407,37.4644104677248,0.142,7.805102007241506,4.302,NA,-0.500327699999616
Cabral,2021-08-28T03:50:00Z,25.406507277628,37.4706445893033,0.116,7.805102007241506,4.286,NA,-0.500327699999616
Cabral,2021-08-28T03:51:00Z,25.4764377358491,37.4561653401472,0.16,7.805439003083372,4.217,NA,-0.500327699999616
Cabral,2021-08-28T03:52:00Z,25.4163681940701,37.5003595691704,0.151,7.803922521794973,4.229,NA,-0.500327699999616
Cabral,2021-08-28T03:53:00Z,25.4462986522911,37.4674927040179,0.139,7.804091019715907,4.205,NA,-0.500327699999616
Cabral,2021-08-28T03:54:00Z,25.4562291105121,37.4862784492737,0.117,7.800889559218178,4.211,NA,-0.500327699999616
Cabral,2021-08-28T03:55:00Z,25.4161595687332,37.473470201225,0.128,7.802743036348442,4.153,NA,-0.500327699999616
Cabral,2021-08-28T03:56:00Z,25.4760900269542,37.4780242226814,0.162,7.802237542585643,4.409,NA,-0.500327699999616
Cabral,2021-08-28T03:57:00Z,25.3660204851752,37.3292897512721,0.135,7.80156355090191,4.395,NA,-0.500327699999616
Cabral,2021-08-28T03:58:00Z,25.3559509433962,37.4907565305318,0.137,7.80206904466471,4.272,NA,-0.500327699999616
Cabral,2021-08-28T03:59:00Z,25.4258814016173,37.4572719663827,0.123,7.802237542585643,4.23,NA,-0.500327699999616
Cabral,2021-08-28T04:00:00Z,25.4558118598383,37.4865456302353,0.123,7.80156355090191,4.172,NA,-0.500327699999616
Cabral,2021-08-28T04:01:00Z,25.4657423180593,37.4513324976146,0.15,7.80206904466471,4.095,NA,-0.500327699999616
Cabral,2021-08-28T04:02:00Z,25.4656727762803,37.4811236558354,0.141,7.800215567534445,4.059,NA,-0.500327699999616
Cabral,2021-08-28T04:03:00Z,25.4556032345013,37.4866792221577,0.123,7.801720775742837,4.029,NA,-0.500327699999616
Cabral,2021-08-28T04:04:00Z,25.4755336927224,37.4594200951896,0.121,7.801761258745069,4.085,NA,-0.500327699999616
Cabral,2021-08-28T04:05:00Z,25.4554641509434,37.4651224227193,0.117,7.80108722199034,3.986,NA,-0.500327699999616
Cabral,2021-08-28T04:06:00Z,25.5053946091644,37.4293313556917,0.141,7.801215197463442,4.011,NA,-0.500327699999616
Cabral,2021-08-28T04:07:00Z,25.4853250673854,37.4539752297018,0.118,7.800709619184047,4.112,NA,-0.500327699999616
Cabral,2021-08-28T04:08:00Z,25.4652555256065,37.4624266130717,0.13,7.8005816944242925,4.125,NA,-0.500327699999616
Cabral,2021-08-28T04:09:00Z,25.4251859838275,37.4766207863721,0.125,7.800918712801657,4.152,NA,-0.500327699999616
Cabral,2021-08-28T04:10:00Z,25.4451164420485,37.4952568955819,0.119,7.8005816944242925,4.043,NA,-0.500327699999616
Cabral,2021-08-28T04:11:00Z,25.4550469002695,37.4411423720515,0.116,7.8005816944242925,4.035,NA,-0.500327699999616
Cabral,2021-08-28T04:12:00Z,25.4449773584906,37.4602292577542,0.11,7.800076166858246,4.024,NA,-0.500327699999616
Cabral,2021-08-28T04:13:00Z,25.4749078167116,37.4787808426082,0.148,7.798222565782741,4.04,NA,-0.500327699999616
Cabral,2021-08-28T04:14:00Z,25.4048382749326,37.4555573423817,0.119,7.798855832159595,4.052,NA,-0.500327699999616
Cabral,2021-08-28T04:15:00Z,25.4147687331536,37.4851551611472,0.112,7.797844675600804,3.985,NA,-0.500327699999616
Cabral,2021-08-28T04:16:00Z,25.4246991913747,37.4552749295799,0.112,7.798013201693936,3.945,NA,-0.500327699999616
Cabral,2021-08-28T04:17:00Z,25.3746296495957,37.4939790797621,0.135,7.798210648941095,3.964,NA,-0.500327699999616
Cabral,2021-08-28T04:18:00Z,25.4145601078167,37.460946474246,0.117,7.797844675600804,3.992,NA,-0.500327699999616
Cabral,2021-08-28T04:19:00Z,25.4444905660377,37.430859186161,0.119,7.798210648941095,3.967,NA,-0.500327699999616
Cabral,2021-08-28T04:20:00Z,25.4544210242588,37.4226522352089,0.116,7.798855832159595,3.958,NA,-0.500327699999616
Cabral,2021-08-28T04:21:00Z,25.4543514824798,37.4496939642207,0.11,7.798013201693936,3.835,NA,-0.500327699999616
Cabral,2021-08-28T04:22:00Z,25.4842819407008,37.4573926751643,0.144,7.797002045135144,3.838,NA,-0.500327699999616
Cabral,2021-08-28T04:23:00Z,25.4642123989218,37.4739519051089,0.105,7.796159414669486,3.828,NA,-0.500327699999616
Cabral,2021-08-28T04:24:00Z,25.4541428571429,37.471397925838,0.114,7.796188200565303,3.819,NA,-0.500327699999616
Cabral,2021-08-28T04:25:00Z,25.4740733153639,37.4549264664661,0.114,7.795148258110694,3.788,NA,-0.500327699999616
Cabral,2021-08-28T04:26:00Z,25.4740037735849,37.4793594551252,0.126,7.795485310296957,3.761,NA,-0.500327699999616
Cabral,2021-08-28T04:27:00Z,25.4739342318059,37.471224579017,0.114,7.7945028269188095,3.799,NA,-0.500327699999616
Cabral,2021-08-28T04:28:00Z,25.453864690027,37.4526829174662,0.121,7.793294471086243,3.776,NA,-0.500327699999616
Cabral,2021-08-28T04:29:00Z,25.453795148248,37.4554050582549,0.103,7.793491602730914,3.815,NA,-0.500327699999616
Cabral,2021-08-28T04:30:00Z,25.473725606469,37.4741092974191,0.103,7.793491602730914,3.728,NA,-0.500327699999616
Cabral,2021-08-28T04:31:00Z,25.47365606469,37.4551933009882,0.107,7.793154528001614,3.751,NA,-0.500327699999616
Cabral,2021-08-28T04:32:00Z,25.4735865229111,37.4714470653441,0.111,7.792985990636965,3.778,NA,-0.500327699999616
Cabral,2021-08-28T04:33:00Z,25.4735169811321,37.4823480026303,0.125,7.793997214824861,3.849,NA,-0.500327699999616
Cabral,2021-08-28T04:34:00Z,25.4434474393531,37.450420973883,0.085,7.794305627645034,3.807,NA,-0.500327699999616
Cabral,2021-08-28T04:35:00Z,25.4533778975741,37.4718875240338,0.105,7.793294471086243,3.833,NA,-0.500327699999616
Cabral,2021-08-28T04:36:00Z,25.4533083557951,37.4530387607739,0.119,7.793491602730914,3.89,NA,-0.500327699999616
Cabral,2021-08-28T04:37:00Z,25.4132388140162,37.4753406716661,0.112,7.792788892806847,3.895,NA,-0.500327699999616
Cabral,2021-08-28T04:38:00Z,25.4431692722372,37.4613862016624,0.092,7.792480378543017,3.881,NA,-0.500327699999616
Cabral,2021-08-28T04:39:00Z,25.4430997304582,37.4425346465533,0.101,7.791637691719771,3.834,NA,-0.500327699999616
Cabral,2021-08-28T04:40:00Z,25.4530301886792,37.477540358646,0.098,7.791469154355121,3.748,NA,-0.500327699999616
Cabral,2021-08-28T04:41:00Z,25.4729606469003,37.4448571292193,0.112,7.790795004896524,3.736,NA,-0.500327699999616
Cabral,2021-08-28T04:42:00Z,25.4628911051213,37.4585103468453,0.084,7.790921884889802,3.75,NA,-0.500327699999616
Cabral,2021-08-28T04:43:00Z,25.4628215633423,37.4585548307122,0.094,7.790416222065544,3.725,NA,-0.500327699999616
Cabral,2021-08-28T04:44:00Z,25.4827520215633,37.4583710441921,0.101,7.790416222065544,3.705,NA,-0.500327699999616
Cabral,2021-08-28T04:45:00Z,25.4726824797844,37.4422840369619,0.091,7.790079113516039,3.691,NA,-0.500327699999616
Cabral,2021-08-28T04:46:00Z,25.4726129380054,37.4612882705718,0.098,7.7897703102990254,3.646,NA,-0.500327699999616
Cabral,2021-08-28T04:47:00Z,25.4725433962264,37.4451238754687,0.105,7.7897703102990254,3.642,NA,-0.500327699999616
Cabral,2021-08-28T04:48:00Z,25.4724738544474,37.4668052512004,0.087,7.790107441399106,3.678,NA,-0.500327699999616
Cabral,2021-08-28T04:49:00Z,25.4724043126685,37.4614217188688,0.094,7.792438873362578,3.65,NA,-0.500327699999616
Cabral,2021-08-28T04:50:00Z,25.5023347708895,37.4772841755462,0.123,7.790079113516039,3.606,NA,-0.500327699999616
Cabral,2021-08-28T04:51:00Z,25.4822652291105,37.4722127753004,0.1,7.788927482548823,3.6,NA,-0.500327699999616
Cabral,2021-08-28T04:52:00Z,25.4721956873315,37.4425952149519,0.077,7.790584776340297,3.604,NA,-0.500327699999616
Cabral,2021-08-28T04:53:00Z,25.4821261455526,37.4182591698184,0.095,7.788927482548823,3.608,NA,-0.500327699999616
Cabral,2021-08-28T04:54:00Z,25.4720566037736,37.4535394621961,0.08,7.788927482548823,3.616,NA,-0.500327699999616
Cabral,2021-08-28T04:55:00Z,25.4819870619946,37.4723907515206,0.109,7.78791608924858,3.618,NA,-0.500327699999616
