datetime,Significant_wave_height,Dominant_wave_period
2021-02-21T06:20:00Z,1.103,13.23
2021-02-21T08:19:00Z,1.149,13.61
2021-02-21T10:20:00Z,1.64,13.68
2021-02-21T12:20:00Z,1.488,13.25
2021-02-21T14:19:00Z,1.891,13.15
2021-02-21T16:20:00Z,1.83,12.5
2021-02-21T18:20:00Z,1.464,12.34
2021-02-21T20:19:00Z,1.955,12.56
2021-02-21T22:20:00Z,1.658,12.28
2021-02-22T00:20:00Z,1.666,11.62
2021-02-22T02:19:00Z,1.135,11.28
2021-02-22T04:20:00Z,1.499,10.82
2021-02-22T06:20:00Z,1.546,9.81
2021-02-22T08:19:00Z,1.475,10.4
2021-02-22T10:20:00Z,1.319,10.25
2021-02-22T12:20:00Z,1.424,9.84
2021-02-22T14:19:00Z,1.456,10.6
2021-02-22T16:20:00Z,1.505,11.87
2021-02-22T18:20:00Z,1.54,10.55
2021-02-22T20:19:00Z,1.991,12.97
2021-02-22T22:20:00Z,1.75,13.92
2021-02-23T00:20:00Z,2.102,14.36
2021-02-23T02:19:00Z,1.613,13.81
2021-02-23T04:20:00Z,1.946,13.73
2021-02-23T06:20:00Z,1.71,12.02
2021-02-23T08:19:00Z,1.92,13
2021-02-23T10:20:00Z,2.711,14.36
2021-02-23T12:20:00Z,2.371,13.48
2021-02-23T14:19:00Z,2.358,13.31
2021-02-23T16:20:00Z,2.159,12.5
2021-02-23T18:20:00Z,2.565,13.77
2021-02-23T20:19:00Z,2.257,12.49
2021-02-23T22:20:00Z,2.018,12.74
2021-02-24T00:20:00Z,1.75,12.19
2021-02-24T02:19:00Z,2.005,12.61
2021-02-24T04:20:00Z,1.993,12.72
2021-02-24T06:20:00Z,2.007,12.29
2021-02-24T08:19:00Z,1.566,12.17
2021-02-24T10:20:00Z,1.894,11.85
2021-02-24T12:20:00Z,2.049,12.1
2021-02-24T14:19:00Z,2.213,12.07
2021-02-24T16:20:00Z,1.777,11.34
2021-02-24T18:20:00Z,1.604,11.53
2021-02-24T20:19:00Z,1.713,11.8
2021-02-24T22:20:00Z,1.859,12.11
2021-02-25T00:20:00Z,1.544,11.7
2021-02-25T02:19:00Z,1.382,10.89
2021-02-25T04:20:00Z,1.664,11.32
2021-02-25T06:20:00Z,1.699,11.57
2021-02-25T08:19:00Z,1.598,11.36
2021-02-25T10:20:00Z,1.62,11.99
2021-02-25T12:20:00Z,1.6,11.96
2021-02-25T14:19:00Z,1.605,11.39
2021-02-25T16:20:00Z,1.524,11.42
2021-02-25T18:20:00Z,1.497,11.22
2021-02-25T20:19:00Z,1.589,11.7
2021-02-25T22:20:00Z,1.374,12.44
2021-02-26T00:20:00Z,1.426,11.84
2021-02-26T02:19:00Z,1.52,12.06
2021-02-26T04:20:00Z,1.477,12.05
2021-02-26T06:20:00Z,1.913,11.98
2021-02-26T08:19:00Z,1.548,11.63
2021-02-26T10:20:00Z,1.746,11.67
2021-02-26T12:20:00Z,1.96,11.55
2021-02-26T14:19:00Z,2.024,12.02
2021-02-26T16:20:00Z,1.97,12.17
2021-02-26T18:20:00Z,1.711,11.16
2021-02-26T20:19:00Z,1.797,11.21
2021-02-26T22:20:00Z,1.877,11.13
2021-02-27T00:20:00Z,1.8,11.42
2021-02-27T02:19:00Z,1.545,11.15
2021-02-27T04:20:00Z,1.588,11.81
2021-02-27T06:20:00Z,1.703,11.66
2021-02-27T08:19:00Z,1.468,11.23
2021-02-27T10:20:00Z,1.691,11.14
2021-02-27T12:20:00Z,1.517,10.91
2021-02-27T14:19:00Z,1.486,11.16
2021-02-27T16:20:00Z,1.441,11.02
2021-02-27T18:20:00Z,1.445,10.46
2021-02-27T20:19:00Z,1.379,10.19
2021-02-27T22:20:00Z,1.318,10.66
2021-02-28T00:20:00Z,1.329,10.81
2021-02-28T02:19:00Z,1.251,10.41
2021-02-28T04:20:00Z,1.131,10.1
2021-02-28T06:20:00Z,1.072,9.89
2021-02-28T08:19:00Z,1.109,10.15
2021-02-28T10:20:00Z,1.032,9.31
2021-02-28T12:20:00Z,1.175,10.06
2021-02-28T14:19:00Z,0.959,9.78
2021-02-28T16:20:00Z,1.031,10.04
2021-02-28T18:20:00Z,1.02,9.63
2021-02-28T20:19:00Z,1.15,9.7
2021-02-28T22:20:00Z,1.153,9.11
2021-03-01T00:20:00Z,1.187,8.94
2021-03-01T02:19:00Z,1.005,8.94
2021-03-01T04:20:00Z,0.89,9.35
2021-03-01T06:20:00Z,0.955,10.37
2021-03-01T08:19:00Z,0.945,8.75
2021-03-01T10:20:00Z,1.03,8.45
2021-03-01T12:20:00Z,0.901,8.51
2021-03-01T14:19:00Z,0.904,9.81
2021-03-01T16:20:00Z,0.861,10.1
2021-03-01T18:20:00Z,0.817,11.02
2021-03-01T20:19:00Z,1.02,10.99
2021-03-01T22:20:00Z,1.014,9.55
2021-03-02T00:20:00Z,0.983,9.88
2021-03-02T02:19:00Z,0.86,9.65
2021-03-02T04:20:00Z,0.872,9.79
2021-03-02T06:20:00Z,1.033,10.13
2021-03-02T08:19:00Z,0.822,9.35
2021-03-02T10:20:00Z,0.915,10.32
2021-03-02T12:20:00Z,0.829,9.99
2021-03-02T14:19:00Z,0.871,9.75
2021-03-02T16:20:00Z,0.876,10.25
2021-03-02T18:20:00Z,0.743,10.42
2021-03-02T20:19:00Z,0.742,11.8
2021-03-02T22:20:00Z,0.801,11.48
2021-03-03T00:20:00Z,0.886,11.37
2021-03-03T02:19:00Z,0.876,12.92
2021-03-03T04:20:00Z,0.854,12.32
2021-03-03T06:20:00Z,0.841,11.98
2021-03-03T08:19:00Z,0.912,12.25
2021-03-03T10:20:00Z,0.895,12.61
2021-03-03T12:20:00Z,0.979,11.9
2021-03-03T14:19:00Z,1.243,17.16
2021-03-03T16:20:00Z,1.125,16.37
2021-03-03T18:20:00Z,1.111,15.75
2021-03-03T20:19:00Z,0.977,16.1
2021-03-03T22:20:00Z,1.176,17.29
2021-03-04T00:20:00Z,1.283,17.28
2021-03-04T02:19:00Z,1.317,17.76
2021-03-04T04:20:00Z,1.118,16.99
2021-03-04T06:20:00Z,1.231,17.18
2021-03-04T08:19:00Z,1.63,18.76
2021-03-04T10:20:00Z,1.43,16.74
2021-03-04T12:20:00Z,1.13,16.47
2021-03-04T14:19:00Z,1.101,15.29
2021-03-04T16:20:00Z,1.19,17.29
2021-03-04T18:20:00Z,1.129,16.33
2021-03-04T20:19:00Z,1.139,16.17
2021-03-04T22:20:00Z,1.3,17.24
2021-03-05T00:20:00Z,1.246,15.99
2021-03-05T02:19:00Z,1.177,16.24
2021-03-05T04:20:00Z,0.927,14.97
2021-03-05T06:20:00Z,1.105,15.28
2021-03-05T08:19:00Z,1.074,15.83
2021-03-05T10:20:00Z,0.873,14.63
2021-03-05T12:20:00Z,0.919,15
2021-03-05T14:19:00Z,0.926,14.42
2021-03-05T16:20:00Z,0.921,14.41
2021-03-05T18:20:00Z,0.894,14.28
2021-03-05T20:19:00Z,0.838,13.81
2021-03-05T22:20:00Z,0.947,14.19
2021-03-06T00:20:00Z,0.88,14.12
2021-03-06T02:19:00Z,0.81,13.17
2021-03-06T04:20:00Z,0.843,14.06
2021-03-06T06:20:00Z,0.866,13.49
2021-03-06T08:19:00Z,0.755,12.12
2021-03-06T10:20:00Z,0.752,13.38
2021-03-06T12:20:00Z,0.661,12.5
2021-03-06T14:19:00Z,0.895,11.99
2021-03-06T16:20:00Z,0.882,12.15
2021-03-06T18:20:00Z,0.745,12.33
2021-03-06T20:19:00Z,0.694,13.02
2021-03-06T22:20:00Z,0.701,11.92
2021-03-07T00:20:00Z,0.664,11.96
2021-03-07T02:19:00Z,0.716,11.51
2021-03-07T04:20:00Z,0.691,11.75
2021-03-07T06:20:00Z,0.633,11.13
2021-03-07T08:19:00Z,0.656,11.33
2021-03-07T10:20:00Z,0.549,11.16
2021-03-07T12:20:00Z,0.675,12.04
2021-03-07T14:19:00Z,0.558,11.14
2021-03-07T16:20:00Z,0.568,10.93
2021-03-07T18:20:00Z,0.485,11.28
2021-03-07T20:19:00Z,0.537,10.92
2021-03-07T22:20:00Z,0.633,10.22
2021-03-08T00:20:00Z,0.651,7.85
2021-03-08T02:19:00Z,0.692,8.36
2021-03-08T04:20:00Z,0.777,7.47
2021-03-08T06:20:00Z,0.764,6.83
2021-03-08T08:19:00Z,0.746,7.77
2021-03-08T10:20:00Z,0.616,7.39
2021-03-08T12:20:00Z,0.637,7.35
2021-03-08T14:19:00Z,0.776,7.23
2021-03-08T16:20:00Z,0.793,6.78
2021-03-08T18:20:00Z,0.932,6.88
2021-03-08T20:19:00Z,0.874,7.41
2021-03-08T22:20:00Z,0.985,7.12
2021-03-09T00:20:00Z,0.956,7.08
2021-03-09T02:19:00Z,1.038,7.48
2021-03-09T04:20:00Z,0.966,7.89
2021-03-09T06:20:00Z,0.853,7.89
2021-03-09T08:19:00Z,0.78,7.81
2021-03-09T10:20:00Z,0.858,7.88
2021-03-09T12:20:00Z,0.778,8.3
2021-03-09T14:19:00Z,0.638,9.76
2021-03-09T16:20:00Z,0.767,9.5
2021-03-09T18:20:00Z,0.654,9.46
2021-03-09T20:19:00Z,0.626,8.34
2021-03-09T22:20:00Z,0.616,9.73
2021-03-10T00:20:00Z,0.608,10.32
2021-03-10T02:19:00Z,0.617,10.85
2021-03-10T04:20:00Z,0.679,11.81
2021-03-10T06:20:00Z,0.807,13.83
2021-03-10T08:19:00Z,0.891,13.6
2021-03-10T10:20:00Z,1.329,15.65
2021-03-10T12:20:00Z,1.04,15.28
2021-03-10T14:19:00Z,1.047,14.9
2021-03-10T16:20:00Z,1.106,14.51
2021-03-10T18:20:00Z,1.329,14.28
2021-03-10T20:19:00Z,1.016,13.62
2021-03-10T22:20:00Z,1.046,13.34
2021-03-11T00:20:00Z,1.195,14
2021-03-11T02:19:00Z,1.158,13.36
2021-03-11T04:20:00Z,1.1,13.42
2021-03-11T06:20:00Z,1.104,12.82
2021-03-11T08:19:00Z,1.031,12.42
2021-03-11T10:20:00Z,1.08,12.69
2021-03-11T12:20:00Z,0.869,12.05
2021-03-11T14:19:00Z,1.09,12.21
2021-03-11T16:20:00Z,1.121,12.45
2021-03-11T18:20:00Z,1.117,11.87
2021-03-11T20:19:00Z,1.127,12.26
2021-03-11T22:20:00Z,1.174,12.09
2021-03-12T00:20:00Z,1.102,12.15
2021-03-12T02:19:00Z,1.04,12.1
2021-03-12T04:20:00Z,1.053,11.53
2021-03-12T06:20:00Z,1.078,10.98
2021-03-12T08:19:00Z,1.156,10.84
2021-03-12T10:20:00Z,0.959,11.27
2021-03-12T12:20:00Z,1.058,11.06
2021-03-12T14:19:00Z,1.141,11.05
2021-03-12T16:20:00Z,1.187,11.83
2021-03-12T18:20:00Z,1.252,10.76
2021-03-12T20:19:00Z,1.131,10.85
2021-03-12T22:20:00Z,1.13,10.74
2021-03-13T00:20:00Z,1.021,10.41
2021-03-13T02:19:00Z,0.972,11.11
2021-03-13T04:20:00Z,1.148,11.03
2021-03-13T06:20:00Z,1.239,11.25
2021-03-13T08:19:00Z,1.119,11.79
2021-03-13T10:20:00Z,1.061,10.99
2021-03-13T12:20:00Z,1.235,12
2021-03-13T14:19:00Z,1.185,11.32
2021-03-13T16:20:00Z,1.184,10.94
2021-03-13T18:20:00Z,1.373,12.7
2021-03-13T20:19:00Z,1.248,11.28
2021-03-13T22:20:00Z,1.248,11.03
2021-03-14T00:20:00Z,1.179,9.76
2021-03-14T02:19:00Z,1.109,10.51
2021-03-14T04:20:00Z,1.212,11.13
2021-03-14T06:20:00Z,1.245,11.63
2021-03-14T08:19:00Z,1.309,11.32
2021-03-14T10:20:00Z,1.308,12.05
2021-03-14T12:20:00Z,1.234,12.14
2021-03-14T14:19:00Z,1.537,14.06
2021-03-14T16:20:00Z,1.225,12.11
2021-03-14T18:20:00Z,1.35,12.46
2021-03-14T20:19:00Z,1.158,12.17
2021-03-14T22:20:00Z,1.188,12.3
2021-03-15T00:20:00Z,1.076,12.14
2021-03-15T02:19:00Z,0.963,11.94
2021-03-15T04:20:00Z,1.104,11.8
2021-03-15T06:20:00Z,1.066,11.23
2021-03-15T08:19:00Z,1.127,12.61
2021-03-15T10:20:00Z,1.073,11.63
2021-03-15T12:20:00Z,1.193,12.78
2021-03-15T14:19:00Z,1.137,12.13
2021-03-15T16:20:00Z,1.102,12.95
2021-03-15T18:20:00Z,1.054,11.28
2021-03-15T20:19:00Z,1.018,11.32
2021-03-15T22:20:00Z,1.119,11.54
2021-03-16T00:20:00Z,1,11.21
2021-03-16T02:19:00Z,0.991,10.65
2021-03-16T04:20:00Z,1.066,12.1
2021-03-16T06:20:00Z,0.87,11.3
2021-03-16T08:19:00Z,0.93,11.06
2021-03-16T10:20:00Z,0.94,11.33
2021-03-16T12:20:00Z,0.983,11.45
2021-03-16T14:19:00Z,1.114,11.08
2021-03-16T16:20:00Z,0.873,10.99
2021-03-16T18:20:00Z,1.112,11.17
2021-03-16T20:19:00Z,1.352,10.33
2021-03-16T22:20:00Z,1.368,11.53
2021-03-17T00:20:00Z,1.589,11.73
2021-03-17T02:19:00Z,1.874,11.22
2021-03-17T04:20:00Z,2.067,12.19
2021-03-17T06:20:00Z,2.047,14
2021-03-17T08:19:00Z,1.932,13.45
2021-03-17T10:20:00Z,2.27,14.26
2021-03-17T12:20:00Z,2.186,13.71
2021-03-17T14:19:00Z,2.24,13.8
2021-03-17T16:20:00Z,2.011,13.96
2021-03-17T18:20:00Z,2.9,14.1
2021-03-17T20:19:00Z,2.428,13.36
2021-03-17T22:20:00Z,2.327,12.81
2021-03-18T00:20:00Z,2.248,13.07
2021-03-18T02:19:00Z,2.371,12.3
2021-03-18T04:20:00Z,2.364,12.49
2021-03-18T06:20:00Z,1.947,12.57
2021-03-18T08:19:00Z,1.75,12.08
2021-03-18T10:20:00Z,1.669,11.7
2021-03-18T12:20:00Z,1.981,12.67
2021-03-18T14:19:00Z,1.73,12.1
2021-03-18T16:20:00Z,1.731,11.32
2021-03-18T18:20:00Z,1.419,11.86
2021-03-18T20:19:00Z,1.606,11.69
2021-03-18T22:20:00Z,1.578,11.17
2021-03-19T00:20:00Z,1.549,10.66
2021-03-19T02:19:00Z,1.626,11.2
2021-03-19T04:20:00Z,1.583,11.29
2021-03-19T06:20:00Z,1.273,10.66
2021-03-19T08:19:00Z,1.279,10.46
2021-03-19T10:20:00Z,1.321,11.07
2021-03-19T12:20:00Z,1.244,11.35
2021-03-19T14:19:00Z,1.25,10.75
2021-03-19T16:20:00Z,1.288,10.93
2021-03-19T18:20:00Z,1.127,10.65
2021-03-19T20:19:00Z,1.209,10.36
2021-03-19T22:20:00Z,1.21,10.88
2021-03-20T00:20:00Z,1.189,11.16
2021-03-20T02:19:00Z,1.079,11.41
2021-03-20T04:20:00Z,1.062,11.47
2021-03-20T06:20:00Z,1.117,11.57
2021-03-20T08:19:00Z,1.072,11.56
2021-03-20T10:20:00Z,0.902,11.9
2021-03-20T12:20:00Z,0.967,12.24
2021-03-20T14:19:00Z,1.147,14.67
2021-03-20T16:20:00Z,1.121,13.45
2021-03-20T18:20:00Z,1.231,15.9
2021-03-20T20:19:00Z,1.62,17.54
2021-03-20T22:20:00Z,1.302,14.69
2021-03-21T00:20:00Z,1.781,16.74
2021-03-21T02:19:00Z,2.319,16.48
2021-03-21T04:20:00Z,2.398,16.33
2021-03-21T06:20:00Z,1.888,15.71
2021-03-21T08:19:00Z,2.038,15.71
2021-03-21T10:20:00Z,1.925,15.44
2021-03-21T12:20:00Z,2.367,15.35
2021-03-21T14:19:00Z,1.76,14.66
2021-03-21T16:20:00Z,2.768,14.94
2021-03-21T18:20:00Z,2.096,14.5
2021-03-21T20:19:00Z,2.013,14.34
2021-03-21T22:20:00Z,1.757,14.34
2021-03-22T00:20:00Z,2.227,14.76
2021-03-22T02:19:00Z,2.367,14
2021-03-22T04:20:00Z,2.286,13.95
2021-03-22T06:20:00Z,1.798,13.63
2021-03-22T08:19:00Z,1.656,13.53
2021-03-22T10:20:00Z,1.771,13.55
2021-03-22T12:20:00Z,1.401,12.77
2021-03-22T14:19:00Z,1.842,13.33
2021-03-22T16:20:00Z,1.568,12.82
2021-03-22T18:20:00Z,1.529,12.92
2021-03-22T20:19:00Z,1.495,13.31
2021-03-22T22:20:00Z,1.475,13.27
2021-03-23T00:20:00Z,1.61,13.75
2021-03-23T02:19:00Z,1.754,13.83
2021-03-23T04:20:00Z,1.677,15.79
2021-03-23T06:20:00Z,2.147,16.51
2021-03-23T08:19:00Z,2.136,16.18
2021-03-23T10:20:00Z,2.584,15.78
2021-03-23T12:20:00Z,2.25,15.26
2021-03-23T14:19:00Z,2.218,15.56
2021-03-23T16:20:00Z,2.302,14.99
2021-03-23T18:20:00Z,2.866,15.44
2021-03-23T20:19:00Z,2.114,15.23
2021-03-23T22:20:00Z,1.669,14.94
2021-03-24T00:20:00Z,2.314,14.88
2021-03-24T02:19:00Z,1.884,15.23
2021-03-24T04:20:00Z,2.146,14.51
2021-03-24T06:20:00Z,2.381,14.42
2021-03-24T08:19:00Z,2.013,13.79
2021-03-24T10:20:00Z,2.16,13.75
2021-03-24T12:20:00Z,2.043,13.77
2021-03-24T14:19:00Z,2.04,14.15
2021-03-24T16:20:00Z,2.057,14.11
2021-03-24T18:20:00Z,1.652,14.23
2021-03-24T20:19:00Z,1.715,14.08
2021-03-24T22:20:00Z,1.818,13.82
2021-03-25T00:20:00Z,1.897,13.54
2021-03-25T02:19:00Z,1.959,14.11
2021-03-25T04:20:00Z,1.945,14.81
2021-03-25T06:20:00Z,1.704,14.22
2021-03-25T08:19:00Z,1.576,14.04
2021-03-25T10:20:00Z,1.701,14.23
2021-03-25T12:20:00Z,1.906,14.39
2021-03-25T14:19:00Z,1.881,14.85
2021-03-25T16:20:00Z,1.764,14.15
2021-03-25T18:20:00Z,1.686,14.07
2021-03-25T20:19:00Z,2.182,14.59
2021-03-25T22:20:00Z,1.843,14
2021-03-26T00:20:00Z,1.999,14.21
2021-03-26T02:19:00Z,1.879,14.55
2021-03-26T04:20:00Z,1.945,14.36
2021-03-26T06:20:00Z,1.805,14.5
2021-03-26T08:19:00Z,2.029,14.77
2021-03-26T10:20:00Z,2.306,14.76
2021-03-26T12:20:00Z,2.134,14.73
2021-03-26T14:19:00Z,1.865,15.1
2021-03-26T16:20:00Z,1.823,14.8
2021-03-26T18:20:00Z,1.831,14.67
2021-03-26T20:19:00Z,2.251,15.21
2021-03-26T22:20:00Z,2.276,14.49
2021-03-27T00:20:00Z,2.04,15.26
2021-03-27T02:19:00Z,2.12,15.03
2021-03-27T04:20:00Z,2.069,15.08
2021-03-27T06:20:00Z,2.562,15.6
2021-03-27T08:19:00Z,2.39,15.77
2021-03-27T10:20:00Z,3.057,15.5
2021-03-27T12:20:00Z,2.831,15.1
2021-03-27T14:19:00Z,2.69,15.29
2021-03-27T16:20:00Z,2.186,14.98
2021-03-27T18:20:00Z,2.614,15.21
2021-03-27T20:19:00Z,2.303,14.73
2021-03-27T22:20:00Z,1.931,15.28
2021-03-28T00:20:00Z,2.549,14.81
2021-03-28T02:19:00Z,2.13,15.17
2021-03-28T04:20:00Z,1.996,14.64
2021-03-28T06:20:00Z,1.98,14.72
2021-03-28T08:19:00Z,1.531,14.05
2021-03-28T10:20:00Z,1.694,13.76
2021-03-28T12:20:00Z,1.767,13.74
2021-03-28T14:19:00Z,1.676,13.84
2021-03-28T16:20:00Z,2.007,14.02
2021-03-28T18:20:00Z,1.666,13.3
2021-03-28T20:19:00Z,1.837,13.81
2021-03-28T22:20:00Z,2.403,14.27
2021-03-29T00:20:00Z,1.782,13.68
2021-03-29T02:19:00Z,1.896,13.55
2021-03-29T04:20:00Z,1.73,13.52
2021-03-29T06:20:00Z,1.753,13.14
2021-03-29T08:19:00Z,1.865,12.88
2021-03-29T10:20:00Z,1.872,13.39
2021-03-29T12:20:00Z,1.757,12.65
2021-03-29T14:19:00Z,1.71,12.84
2021-03-29T16:20:00Z,1.56,12.67
2021-03-29T18:20:00Z,1.569,12.46
2021-03-29T20:19:00Z,1.624,13.09
2021-03-29T22:20:00Z,1.443,13.87
2021-03-30T00:20:00Z,1.265,13.54
2021-03-30T02:19:00Z,1.282,13.89
2021-03-30T04:20:00Z,1.47,13.59
2021-03-30T06:20:00Z,1.591,14.23
2021-03-30T08:19:00Z,1.764,14.46
2021-03-30T10:20:00Z,1.601,15.4
2021-03-30T12:20:00Z,1.483,13.55
2021-03-30T14:19:00Z,1.706,15.04
2021-03-30T16:20:00Z,1.489,13.33
2021-03-30T18:20:00Z,1.757,15.02
2021-03-30T20:19:00Z,1.894,14.86
2021-03-30T22:20:00Z,1.8,14.77
2021-03-31T00:20:00Z,1.376,13.79
2021-03-31T02:19:00Z,1.499,13.49
2021-03-31T04:20:00Z,1.313,13.38
2021-03-31T06:20:00Z,1.361,13.15
2021-03-31T08:19:00Z,1.635,13.13
2021-03-31T10:20:00Z,1.189,12.7
2021-03-31T12:20:00Z,1.504,12.12
2021-03-31T14:19:00Z,1.639,13.61
2021-03-31T16:20:00Z,1.414,12.65
2021-03-31T18:20:00Z,1.277,12.15
2021-03-31T20:19:00Z,1.524,12.02
2021-03-31T22:20:00Z,1.836,12.86
2021-04-01T00:20:00Z,1.115,12.56
2021-04-01T02:19:00Z,1.124,11.54
2021-04-01T04:20:00Z,1.082,12.26
2021-04-01T06:20:00Z,1.135,12.03
2021-04-01T08:19:00Z,1.217,12.48
2021-04-01T10:20:00Z,1.01,11.77
2021-04-01T12:20:00Z,1.06,11.49
2021-04-01T14:19:00Z,1.023,12.11
2021-04-01T16:20:00Z,0.906,11.67
2021-04-01T18:20:00Z,0.913,11.59
2021-04-01T20:19:00Z,0.814,11.67
2021-04-01T22:20:00Z,0.928,11.23
2021-04-02T00:20:00Z,0.991,11.25
2021-04-02T02:19:00Z,0.85,11.12
2021-04-02T04:20:00Z,0.945,12.49
2021-04-02T06:20:00Z,0.918,11.23
2021-04-02T08:19:00Z,0.822,11.08
2021-04-02T10:20:00Z,1.213,13.72
2021-04-02T12:20:00Z,1.178,13.84
2021-04-02T14:19:00Z,1.081,11.79
2021-04-02T16:20:00Z,1.109,11.61
2021-04-02T18:20:00Z,1.322,13.61
2021-04-02T20:19:00Z,1.455,13.09
2021-04-02T22:20:00Z,1.305,13.48
2021-04-03T00:20:00Z,1.289,13.19
2021-04-03T02:19:00Z,1.311,11.24
2021-04-03T04:20:00Z,1.283,11.9
2021-04-03T06:20:00Z,1.257,11.12
2021-04-03T08:19:00Z,1.141,11.12
2021-04-03T10:20:00Z,1.233,12.04
2021-04-03T12:20:00Z,1.407,12.37
2021-04-03T14:19:00Z,1.42,12.43
2021-04-03T16:20:00Z,1.462,12.33
2021-04-03T18:20:00Z,1.186,11.48
2021-04-03T20:19:00Z,1.359,11.56
2021-04-03T22:20:00Z,1.119,10.6
2021-04-04T00:20:00Z,1.176,10.33
2021-04-04T02:19:00Z,1.213,10.4
2021-04-04T04:20:00Z,1.202,10.35
2021-04-04T06:20:00Z,1.199,10.04
2021-04-04T08:19:00Z,1.115,9.55
2021-04-04T10:20:00Z,1.098,9.84
2021-04-04T12:20:00Z,1.133,9.96
2021-04-04T14:19:00Z,1.132,10.19
2021-04-04T16:20:00Z,1.064,10.5
2021-04-04T18:20:00Z,1.15,10.58
2021-04-04T20:19:00Z,0.981,9.82
2021-04-04T22:20:00Z,0.954,9.91
2021-04-05T00:20:00Z,1.017,9.9
2021-04-05T02:19:00Z,0.965,9.28
2021-04-05T04:20:00Z,0.932,9.11
2021-04-05T06:20:00Z,0.89,9.55
2021-04-05T08:19:00Z,0.887,8.94
2021-04-05T10:20:00Z,0.825,9.54
2021-04-05T12:20:00Z,0.81,9.46
2021-04-05T14:19:00Z,0.729,9.21
2021-04-05T16:20:00Z,0.753,9.69
2021-04-05T18:20:00Z,0.874,9.86
2021-04-05T20:19:00Z,0.85,12.07
2021-04-05T22:20:00Z,1.039,13.71
2021-04-06T00:20:00Z,0.996,12.8
2021-04-06T02:19:00Z,0.888,13.49
2021-04-06T04:20:00Z,1.013,15
2021-04-06T06:20:00Z,0.983,14.35
2021-04-06T08:19:00Z,1.458,16.41
2021-04-06T10:20:00Z,1.056,15.22
2021-04-06T12:20:00Z,1.235,16.56
2021-04-06T14:19:00Z,1.204,16.36
2021-04-06T16:20:00Z,1.292,16.22
2021-04-06T18:20:00Z,1.265,16.22
2021-04-06T20:19:00Z,1.129,14.98
2021-04-06T22:20:00Z,1.18,14.51
2021-04-07T00:20:00Z,1.191,14.84
2021-04-07T02:19:00Z,1.11,14.03
2021-04-07T04:20:00Z,1.345,14.47
2021-04-07T06:20:00Z,1.293,14.7
2021-04-07T08:19:00Z,1.357,14.47
2021-04-07T10:20:00Z,1.553,14.46
2021-04-07T12:20:00Z,1.401,14.18
2021-04-07T14:19:00Z,1.483,13.75
2021-04-07T16:20:00Z,1.255,13.43
2021-04-07T18:20:00Z,1.322,13.7
2021-04-07T20:19:00Z,1.299,12.5
2021-04-07T22:20:00Z,1.556,12.87
2021-04-08T00:20:00Z,1.416,13.32
2021-04-08T02:19:00Z,1.239,13.6
2021-04-08T04:20:00Z,1.317,13.89
2021-04-08T06:20:00Z,1.441,12.53
2021-04-08T08:19:00Z,1.229,13.79
2021-04-08T10:20:00Z,1.239,14.35
2021-04-08T12:20:00Z,1.285,13.25
2021-04-08T14:19:00Z,1.066,13.34
2021-04-08T16:20:00Z,1.525,14.39
2021-04-08T18:20:00Z,1.578,13.83
2021-04-08T20:19:00Z,1.521,14.19
2021-04-08T22:20:00Z,1.559,13.7
2021-04-09T00:20:00Z,1.645,16.03
2021-04-09T02:19:00Z,1.986,16.39
2021-04-09T04:20:00Z,1.789,15.78
2021-04-09T06:20:00Z,2.194,15.72
2021-04-09T08:19:00Z,2.425,16.01
2021-04-09T10:20:00Z,2.076,15.81
2021-04-09T12:20:00Z,1.913,15.7
2021-04-09T14:19:00Z,1.509,15.51
2021-04-09T16:20:00Z,1.559,15.21
2021-04-09T18:20:00Z,1.836,14.9
2021-04-09T20:19:00Z,1.565,15.33
2021-04-09T22:20:00Z,1.935,15.67
2021-04-10T00:20:00Z,1.48,14.36
2021-04-10T02:19:00Z,1.627,14.76
2021-04-10T04:20:00Z,1.38,14.96
2021-04-10T06:20:00Z,1.526,15.44
2021-04-10T08:19:00Z,1.548,14.61
2021-04-10T10:20:00Z,1.404,15.01
2021-04-10T12:20:00Z,1.563,14.94
2021-04-10T14:19:00Z,1.635,14.57
2021-04-10T16:20:00Z,1.595,14.98
2021-04-10T18:20:00Z,1.382,14.61
2021-04-10T20:19:00Z,1.567,15.6
2021-04-10T22:20:00Z,1.924,14.97
2021-04-11T00:20:00Z,1.825,15.5
2021-04-11T02:19:00Z,1.603,15.09
2021-04-11T04:20:00Z,1.497,14.65
2021-04-11T06:20:00Z,1.211,13.72
2021-04-11T08:19:00Z,1.555,14.46
2021-04-11T10:20:00Z,1.674,14.79
2021-04-11T12:20:00Z,1.621,14.72
2021-04-11T14:19:00Z,1.428,14.4
2021-04-11T16:20:00Z,1.705,14.36
2021-04-11T18:20:00Z,1.417,14.19
2021-04-11T20:19:00Z,1.671,14.09
2021-04-11T22:20:00Z,1.392,14.3
2021-04-12T00:20:00Z,1.329,13.64
2021-04-12T02:19:00Z,1.275,13.8
2021-04-12T04:20:00Z,1.28,13.93
2021-04-12T06:20:00Z,1.256,13.47
2021-04-12T08:19:00Z,1.295,13.18
2021-04-12T10:20:00Z,1.41,13.87
2021-04-12T12:20:00Z,1.377,13.58
2021-04-12T14:19:00Z,1.313,13.59
2021-04-12T16:20:00Z,1.265,13.6
2021-04-12T18:20:00Z,1.381,13.92
2021-04-12T20:19:00Z,1.372,14.07
