datetime,Significant_wave_height,Dominant_wave_period
2021-06-02T14:19:00Z,1.517,13.05
2021-06-02T16:20:00Z,1.594,13.01
2021-06-02T18:20:00Z,1.606,13.77
2021-06-02T20:19:00Z,1.405,13.39
2021-06-02T22:20:00Z,1.477,13.7
2021-06-03T00:20:00Z,1.833,14.03
2021-06-03T02:19:00Z,1.745,13.6
2021-06-03T04:20:00Z,1.305,13.75
2021-06-03T06:20:00Z,1.904,13.56
2021-06-03T08:19:00Z,1.958,13.42
2021-06-03T10:20:00Z,1.792,13.1
2021-06-03T12:20:00Z,1.462,13.66
2021-06-03T14:19:00Z,1.461,13.4
2021-06-03T16:20:00Z,1.401,13.42
2021-06-03T18:20:00Z,1.419,13.06
2021-06-03T20:19:00Z,1.357,13.42
2021-06-03T22:20:00Z,1.327,13.31
2021-06-04T00:20:00Z,1.601,13.41
2021-06-04T02:19:00Z,1.555,13.64
2021-06-04T04:20:00Z,1.233,13.18
2021-06-04T06:20:00Z,1.654,13.14
2021-06-04T08:19:00Z,1.427,13.15
2021-06-04T10:20:00Z,1.352,13.19
2021-06-04T12:20:00Z,1.198,12.28
2021-06-04T14:19:00Z,1.122,12.41
2021-06-04T16:20:00Z,1.069,12.73
2021-06-04T18:20:00Z,1.228,12.38
2021-06-04T20:19:00Z,1.137,12.02
2021-06-04T22:20:00Z,1.086,12.08
2021-06-05T00:20:00Z,1.066,12.42
2021-06-05T02:19:00Z,1.065,12.06
2021-06-05T04:20:00Z,0.994,12.4
2021-06-05T06:20:00Z,1.03,12.08
2021-06-05T08:19:00Z,0.969,11.89
2021-06-05T10:20:00Z,0.975,10.98
2021-06-05T12:20:00Z,1.075,11.44
2021-06-05T14:19:00Z,1.048,11.92
2021-06-05T16:20:00Z,1.152,11.73
2021-06-05T18:20:00Z,1.105,11.52
2021-06-05T20:19:00Z,0.944,12.25
2021-06-05T22:20:00Z,1.052,11.68
2021-06-06T00:20:00Z,0.854,11.33
2021-06-06T02:19:00Z,1.119,12
2021-06-06T04:20:00Z,0.935,12.5
2021-06-06T06:20:00Z,0.936,12.24
2021-06-06T08:19:00Z,1.127,11.99
2021-06-06T10:20:00Z,0.921,12.5
2021-06-06T12:20:00Z,1.197,11.54
2021-06-06T14:19:00Z,1.07,11.33
2021-06-06T16:20:00Z,0.988,11.52
2021-06-06T18:20:00Z,0.862,12.13
2021-06-06T20:19:00Z,0.702,11.77
2021-06-06T22:20:00Z,0.833,11.91
2021-06-07T00:20:00Z,0.976,11.31
2021-06-07T02:19:00Z,0.984,11.02
2021-06-07T04:20:00Z,1.067,11.43
2021-06-07T06:20:00Z,1.2,12.44
2021-06-07T08:19:00Z,1.351,12.53
2021-06-07T10:20:00Z,1.591,13.6
2021-06-07T12:20:00Z,1.63,13.08
2021-06-07T14:19:00Z,1.886,12.75
2021-06-07T16:20:00Z,1.487,12.51
2021-06-07T18:20:00Z,1.868,12.39
2021-06-07T20:19:00Z,1.663,11.91
2021-06-07T22:20:00Z,1.597,11.17
2021-06-08T00:20:00Z,1.708,12.3
2021-06-08T02:19:00Z,1.688,12.28
2021-06-08T04:20:00Z,1.717,11.34
2021-06-08T06:20:00Z,1.87,11.65
2021-06-08T08:19:00Z,1.828,11.56
2021-06-08T10:20:00Z,1.813,11.35
2021-06-08T12:20:00Z,1.757,11.66
2021-06-08T14:19:00Z,1.809,12.62
2021-06-08T16:20:00Z,1.781,12.3
2021-06-08T18:20:00Z,1.607,12.03
2021-06-08T20:19:00Z,1.572,11.98
2021-06-08T22:20:00Z,1.466,11.38
2021-06-09T00:20:00Z,1.531,12.33
2021-06-09T02:19:00Z,1.429,11.7
2021-06-09T04:20:00Z,1.359,11.67
2021-06-09T06:20:00Z,1.317,12.43
2021-06-09T08:19:00Z,1.318,12.19
2021-06-09T10:20:00Z,1.377,12.34
2021-06-09T12:20:00Z,1.349,12.08
2021-06-09T14:19:00Z,1.409,11.96
2021-06-09T16:20:00Z,1.312,12.68
2021-06-09T18:20:00Z,1.299,11.75
2021-06-09T20:19:00Z,1.347,11.62
2021-06-09T22:20:00Z,1.56,12.27
2021-06-10T00:20:00Z,1.53,11.83
2021-06-10T02:19:00Z,1.519,12.31
2021-06-10T04:20:00Z,1.472,11.73
2021-06-10T06:20:00Z,1.404,11.73
2021-06-10T08:19:00Z,1.575,13
2021-06-10T10:20:00Z,1.532,13.22
2021-06-10T12:20:00Z,1.376,13.07
2021-06-10T14:19:00Z,1.572,13.08
2021-06-10T16:20:00Z,1.217,12.92
2021-06-10T18:20:00Z,1.156,11.74
2021-06-10T20:19:00Z,1.485,12.49
2021-06-10T22:20:00Z,1.254,12.58
2021-06-11T00:20:00Z,1.628,12.43
2021-06-11T02:19:00Z,1.427,12.07
2021-06-11T04:20:00Z,1.269,12.33
2021-06-11T06:20:00Z,1.533,12.24
2021-06-11T08:19:00Z,1.102,11.42
2021-06-11T10:20:00Z,1.073,12.14
2021-06-11T12:20:00Z,1.119,12.16
2021-06-11T14:19:00Z,0.842,12.8
2021-06-11T16:20:00Z,1.038,12.43
2021-06-11T18:20:00Z,1.123,12.86
2021-06-11T20:19:00Z,0.844,12.3
2021-06-11T22:20:00Z,1.033,12.35
2021-06-12T00:20:00Z,1.205,12.25
2021-06-12T02:19:00Z,0.975,11.82
2021-06-12T04:20:00Z,1.103,11.78
2021-06-12T06:20:00Z,1.011,11.7
2021-06-12T08:19:00Z,1.172,11.83
2021-06-12T10:20:00Z,0.979,11.37
2021-06-12T12:20:00Z,0.995,10.92
2021-06-12T14:19:00Z,1.085,9.81
2021-06-12T16:20:00Z,1.032,10.98
2021-06-12T18:20:00Z,1.06,10.61
2021-06-12T20:19:00Z,1.095,10.44
2021-06-12T22:20:00Z,1.372,11.43
2021-06-13T00:20:00Z,1.286,11.51
2021-06-13T02:19:00Z,1.279,11.81
2021-06-13T04:20:00Z,1.228,11.37
2021-06-13T06:20:00Z,1.298,10.98
2021-06-13T08:19:00Z,1.248,10.56
2021-06-13T10:20:00Z,1.472,10.26
2021-06-13T12:20:00Z,1.387,10.41
2021-06-13T14:19:00Z,1.483,10.41
2021-06-13T16:20:00Z,1.586,9.7
2021-06-13T18:20:00Z,1.526,9.36
2021-06-13T20:19:00Z,1.407,9.57
2021-06-13T22:20:00Z,1.468,10.02
2021-06-14T00:20:00Z,1.476,10.67
2021-06-14T02:19:00Z,1.484,10.2
2021-06-14T04:20:00Z,1.441,12.08
2021-06-14T06:20:00Z,1.643,13.36
2021-06-14T08:19:00Z,1.668,11.84
2021-06-14T10:20:00Z,2.111,13.99
2021-06-14T12:20:00Z,2.254,13.75
2021-06-14T14:19:00Z,2.115,13.3
2021-06-14T16:20:00Z,2.306,14.07
2021-06-14T18:20:00Z,2.605,15.03
2021-06-14T20:19:00Z,3.325,15.25
2021-06-14T22:20:00Z,2.59,14.44
2021-06-15T00:20:00Z,3.558,15.48
2021-06-15T02:19:00Z,2.737,14.31
2021-06-15T04:20:00Z,3.466,14.45
2021-06-15T06:20:00Z,2.633,14.11
2021-06-15T08:19:00Z,3.317,14.49
2021-06-15T10:20:00Z,2.849,14.19
2021-06-15T12:20:00Z,2.873,13.91
2021-06-15T14:19:00Z,2.353,13
2021-06-15T16:20:00Z,2.352,13.29
2021-06-15T18:20:00Z,2.177,12.83
2021-06-15T20:19:00Z,2.658,14.1
2021-06-15T22:20:00Z,2.548,14.19
2021-06-16T00:20:00Z,2.286,12.96
2021-06-16T02:19:00Z,2.204,12.99
2021-06-16T04:20:00Z,2.383,13.43
2021-06-16T06:20:00Z,2.712,13.63
2021-06-16T08:19:00Z,2.57,13.72
2021-06-16T10:20:00Z,2.641,14.18
2021-06-16T12:20:00Z,2.617,14.27
2021-06-16T14:19:00Z,2.295,13.55
2021-06-16T16:20:00Z,2.696,13.93
2021-06-16T18:20:00Z,2.345,13.88
2021-06-16T20:19:00Z,3.233,14.65
2021-06-16T22:20:00Z,3.118,15.96
2021-06-17T00:20:00Z,3.136,16.01
2021-06-17T02:19:00Z,2.741,15.8
2021-06-17T04:20:00Z,3.053,15.28
2021-06-17T06:20:00Z,2.63,14.79
2021-06-17T08:19:00Z,3.016,15.32
2021-06-17T10:20:00Z,2.82,14.83
2021-06-17T12:20:00Z,2.873,15.64
2021-06-17T14:19:00Z,3.325,15.22
2021-06-17T16:20:00Z,3.294,14.42
2021-06-17T18:20:00Z,2.465,15.1
2021-06-17T20:19:00Z,2.225,14.09
2021-06-17T22:20:00Z,2.543,14.04
2021-06-18T00:20:00Z,2.209,13.73
2021-06-18T02:19:00Z,2.166,13.29
2021-06-18T04:20:00Z,1.964,12.93
2021-06-18T06:20:00Z,2.157,13.41
2021-06-18T08:19:00Z,1.857,13.02
2021-06-18T10:20:00Z,2.036,14.06
2021-06-18T12:20:00Z,1.818,13.15
2021-06-18T14:19:00Z,1.617,13.17
2021-06-18T16:20:00Z,1.475,13.18
2021-06-18T18:20:00Z,1.358,12.81
2021-06-18T20:19:00Z,1.445,12.78
2021-06-18T22:20:00Z,1.272,12.4
2021-06-19T00:20:00Z,1.12,12.52
2021-06-19T02:19:00Z,1.014,12.24
2021-06-19T04:20:00Z,0.87,11.57
2021-06-19T06:20:00Z,0.836,11.68
2021-06-19T08:19:00Z,0.843,11.91
2021-06-19T10:20:00Z,0.83,12.11
2021-06-19T12:20:00Z,0.816,11.9
2021-06-19T14:19:00Z,0.752,11.34
2021-06-19T16:20:00Z,0.794,11.76
2021-06-19T18:20:00Z,0.789,13.55
2021-06-19T20:19:00Z,0.885,14.96
2021-06-19T22:20:00Z,0.968,14.74
2021-06-20T00:20:00Z,1.043,14.55
2021-06-20T02:19:00Z,1.031,14.35
2021-06-20T04:20:00Z,0.954,15.36
2021-06-20T06:20:00Z,1.193,15.1
2021-06-20T08:19:00Z,1.132,14.95
2021-06-20T10:20:00Z,1.524,14.76
2021-06-20T12:20:00Z,1.589,14.63
2021-06-20T14:19:00Z,1.35,14.32
2021-06-20T16:20:00Z,1.537,14.02
2021-06-20T18:20:00Z,1.502,14.47
2021-06-20T20:19:00Z,1.341,14.35
2021-06-20T22:20:00Z,0.94,15.38
2021-06-21T00:20:00Z,1.109,14.83
2021-06-21T02:19:00Z,1.178,15.25
2021-06-21T04:20:00Z,1.24,14.45
2021-06-21T06:20:00Z,1.439,15.35
2021-06-21T08:19:00Z,1.474,15.23
2021-06-21T10:20:00Z,1.893,15.4
2021-06-21T12:20:00Z,1.681,14.5
2021-06-21T14:19:00Z,1.904,14.88
2021-06-21T16:20:00Z,1.616,14.24
2021-06-21T18:20:00Z,1.927,15.17
2021-06-21T20:19:00Z,1.465,13.97
2021-06-21T22:20:00Z,2.101,14.39
2021-06-22T00:20:00Z,2.002,13.46
2021-06-22T02:19:00Z,1.926,12.95
2021-06-22T04:20:00Z,1.7,13.08
2021-06-22T06:20:00Z,2.441,12.73
2021-06-22T08:19:00Z,2.485,12.65
2021-06-22T10:20:00Z,1.95,12.36
2021-06-22T12:20:00Z,2.302,12.65
2021-06-22T14:19:00Z,1.93,11.9
2021-06-22T16:20:00Z,2.151,11.98
2021-06-22T18:20:00Z,2.11,11.99
2021-06-22T20:19:00Z,1.934,12.11
2021-06-22T22:20:00Z,1.855,11.4
2021-06-23T00:20:00Z,1.748,11.98
2021-06-23T02:19:00Z,1.648,12.04
2021-06-23T04:20:00Z,1.942,11.68
2021-06-23T06:20:00Z,1.752,11.56
2021-06-23T08:19:00Z,1.73,11.43
2021-06-23T10:20:00Z,1.434,11.65
2021-06-23T12:20:00Z,1.405,12
2021-06-23T14:19:00Z,1.312,11.45
2021-06-23T16:20:00Z,1.219,11.65
2021-06-23T18:20:00Z,1.329,11.52
2021-06-23T20:19:00Z,1.146,11.76
2021-06-23T22:20:00Z,1.175,11.77
2021-06-24T00:20:00Z,1.011,11.94
2021-06-24T02:19:00Z,1.001,13.31
2021-06-24T04:20:00Z,1.013,13.44
2021-06-24T06:20:00Z,0.888,12.23
2021-06-24T08:19:00Z,0.928,12.25
2021-06-24T10:20:00Z,0.904,13.62
2021-06-24T12:20:00Z,0.933,12.78
2021-06-24T14:19:00Z,0.8,13.01
2021-06-24T16:20:00Z,0.811,12.81
2021-06-24T18:20:00Z,0.914,13.63
2021-06-24T20:19:00Z,0.962,14.13
2021-06-24T22:20:00Z,1.024,12.81
2021-06-25T00:20:00Z,1.07,13.9
2021-06-25T02:19:00Z,1.302,15.02
2021-06-25T04:20:00Z,1.285,15.61
2021-06-25T06:20:00Z,1.498,15.15
2021-06-25T08:19:00Z,1.641,14.63
2021-06-25T10:20:00Z,1.446,13.74
2021-06-25T12:20:00Z,1.906,13.71
2021-06-25T14:19:00Z,1.912,14.1
2021-06-25T16:20:00Z,1.707,13.86
2021-06-25T18:20:00Z,1.524,13.96
2021-06-25T20:19:00Z,1.703,14.72
2021-06-25T22:20:00Z,1.666,13.71
2021-06-26T00:20:00Z,1.598,14.1
2021-06-26T02:19:00Z,1.537,14.24
2021-06-26T04:20:00Z,1.545,13.29
2021-06-26T06:20:00Z,1.437,14.81
2021-06-26T08:19:00Z,1.507,14.36
2021-06-26T10:20:00Z,1.472,14.42
2021-06-26T12:20:00Z,1.448,13.86
2021-06-26T14:19:00Z,1.396,13.46
2021-06-26T16:20:00Z,1.493,13.96
2021-06-26T18:20:00Z,1.613,13.58
2021-06-26T20:19:00Z,1.626,14.07
2021-06-26T22:20:00Z,1.561,14.05
2021-06-27T00:20:00Z,2.016,14.05
2021-06-27T02:19:00Z,2.031,14.86
2021-06-27T04:20:00Z,2.107,14.64
2021-06-27T06:20:00Z,2.685,15.06
2021-06-27T08:19:00Z,2.8,14.24
2021-06-27T10:20:00Z,3.129,14.61
2021-06-27T12:20:00Z,3.023,13.92
2021-06-27T14:19:00Z,2.865,13.29
2021-06-27T16:20:00Z,2.899,13.24
2021-06-27T18:20:00Z,2.529,13.08
2021-06-27T20:19:00Z,2.606,13.83
2021-06-27T22:20:00Z,2.911,14.06
2021-06-28T00:20:00Z,2.758,13.42
2021-06-28T02:19:00Z,2.721,14
2021-06-28T04:20:00Z,2.188,13.59
2021-06-28T06:20:00Z,2.38,14.16
2021-06-28T08:19:00Z,2.021,13.21
2021-06-28T10:20:00Z,2.058,13.27
2021-06-28T12:20:00Z,2.254,13.39
2021-06-28T14:19:00Z,2.037,13.56
2021-06-28T16:20:00Z,2.103,13.14
2021-06-28T18:20:00Z,1.723,12.21
2021-06-28T20:19:00Z,1.798,12.77
2021-06-28T22:20:00Z,2.163,13.13
2021-06-29T00:20:00Z,2.105,12.92
2021-06-29T02:19:00Z,1.846,12.2
2021-06-29T04:20:00Z,1.864,11.63
2021-06-29T06:20:00Z,2.129,12.34
2021-06-29T08:19:00Z,1.949,13.87
2021-06-29T10:20:00Z,1.835,12.7
2021-06-29T12:20:00Z,1.811,11.43
2021-06-29T14:19:00Z,1.723,11.39
2021-06-29T16:20:00Z,1.721,12.96
2021-06-29T18:20:00Z,1.852,12.26
2021-06-29T20:19:00Z,1.675,12.04
2021-06-29T22:20:00Z,1.613,13.23
2021-06-30T00:20:00Z,1.653,13.76
2021-06-30T02:19:00Z,1.384,12.76
2021-06-30T04:20:00Z,1.382,11.75
2021-06-30T06:20:00Z,1.53,12.98
2021-06-30T08:19:00Z,1.353,13.86
2021-06-30T10:20:00Z,1.438,13.68
2021-06-30T12:20:00Z,1.289,12.64
2021-06-30T14:19:00Z,1.158,13.29
2021-06-30T16:20:00Z,1.353,13.14
2021-06-30T18:20:00Z,1.388,13.57
2021-06-30T20:19:00Z,1.249,12.8
2021-06-30T22:20:00Z,1.198,13.29
2021-07-01T00:20:00Z,1.064,12.77
2021-07-01T02:19:00Z,1.236,12.46
2021-07-01T04:20:00Z,1.229,12.88
2021-07-01T06:20:00Z,1.196,12.41
2021-07-01T08:19:00Z,1.147,11.23
2021-07-01T10:20:00Z,1.327,12.26
2021-07-01T12:20:00Z,1.39,13.33
2021-07-01T14:19:00Z,0.951,12.02
2021-07-01T16:20:00Z,1.112,13.26
2021-07-01T18:20:00Z,1.292,12.74
2021-07-01T20:19:00Z,1.156,13.08
2021-07-01T22:20:00Z,0.958,12.39
2021-07-02T00:20:00Z,1.062,13.45
2021-07-02T02:19:00Z,1.114,14.47
2021-07-02T04:20:00Z,1.277,16.23
2021-07-02T06:20:00Z,1.25,14.05
2021-07-02T08:19:00Z,1.825,18.18
2021-07-02T10:20:00Z,1.698,18.31
2021-07-02T12:20:00Z,1.524,17.99
2021-07-02T14:19:00Z,2.549,17.97
2021-07-02T16:20:00Z,1.801,17.34
2021-07-02T18:20:00Z,2.714,17.36
2021-07-02T20:19:00Z,2.061,16.92
2021-07-02T22:20:00Z,2.338,16.76
2021-07-03T00:20:00Z,2.959,16.62
2021-07-03T02:19:00Z,2.465,15.72
2021-07-03T04:20:00Z,2.944,16.42
2021-07-03T06:20:00Z,2.204,16.07
2021-07-03T08:19:00Z,2.193,15.2
2021-07-03T10:20:00Z,2.761,15.42
2021-07-03T12:20:00Z,2.612,14.8
2021-07-03T14:19:00Z,2.258,14.85
2021-07-03T16:20:00Z,2.253,15.07
2021-07-03T18:20:00Z,2.325,14.38
2021-07-03T20:19:00Z,2.119,14.69
2021-07-03T22:20:00Z,2.382,14.62
2021-07-04T00:20:00Z,2.173,14.88
2021-07-04T02:19:00Z,2.445,14.92
2021-07-04T04:20:00Z,2.097,15.21
2021-07-04T06:20:00Z,1.82,14.19
2021-07-04T08:19:00Z,1.635,15.05
2021-07-04T10:20:00Z,1.587,14.17
2021-07-04T12:20:00Z,1.373,14.2
2021-07-04T14:19:00Z,1.596,14.3
2021-07-04T16:20:00Z,1.264,14.24
2021-07-04T18:20:00Z,1.525,14.25
2021-07-04T20:19:00Z,1.324,14.01
2021-07-04T22:20:00Z,1.176,13.72
2021-07-05T00:20:00Z,1.241,13.24
2021-07-05T02:19:00Z,1.395,13.6
2021-07-05T04:20:00Z,1.111,12.89
2021-07-05T06:20:00Z,1.248,13.47
2021-07-05T08:19:00Z,1.179,13.08
2021-07-05T10:20:00Z,1.087,12.94
2021-07-05T12:20:00Z,0.977,12.97
2021-07-05T14:19:00Z,1.049,13.49
2021-07-05T16:20:00Z,1.004,13.21
2021-07-05T18:20:00Z,1.017,12.92
2021-07-05T20:19:00Z,1.058,12.65
2021-07-05T22:20:00Z,0.98,12.51
2021-07-06T00:20:00Z,0.962,12.84
2021-07-06T02:19:00Z,1.011,12.8
2021-07-06T04:20:00Z,0.874,12.79
2021-07-06T06:20:00Z,0.914,11.66
2021-07-06T08:19:00Z,0.964,12.38
2021-07-06T10:20:00Z,1.127,12.48
2021-07-06T12:20:00Z,1.012,12.27
2021-07-06T14:19:00Z,1.126,12.28
2021-07-06T16:20:00Z,0.933,11.6
2021-07-06T18:20:00Z,1.018,11.48
2021-07-06T20:19:00Z,1.102,12.62
2021-07-06T22:20:00Z,1.106,12.2
2021-07-07T00:20:00Z,1.204,12.45
2021-07-07T02:19:00Z,1.084,12.77
2021-07-07T04:20:00Z,1.266,12.24
2021-07-07T06:20:00Z,1.242,12.94
2021-07-07T08:19:00Z,1.159,12.31
2021-07-07T10:20:00Z,1.394,12.45
2021-07-07T12:20:00Z,1.344,12.39
2021-07-07T14:19:00Z,1.264,13.12
2021-07-07T16:20:00Z,1.468,12.21
2021-07-07T18:20:00Z,1.19,11.83
2021-07-07T20:19:00Z,1.235,11.65
2021-07-07T22:20:00Z,1.25,12.07
2021-07-08T00:20:00Z,1.195,11.57
2021-07-08T02:19:00Z,1.221,12.61
2021-07-08T04:20:00Z,1.11,11.84
2021-07-08T06:20:00Z,1.229,12.65
2021-07-08T08:19:00Z,1.352,12.56
2021-07-08T10:20:00Z,1.119,12.84
2021-07-08T12:20:00Z,1.226,12.01
2021-07-08T14:19:00Z,1.111,12.31
2021-07-08T16:20:00Z,1.214,12.52
2021-07-08T18:20:00Z,1.43,12.49
2021-07-08T20:19:00Z,1.486,12.86
2021-07-08T22:20:00Z,1.274,12.75
2021-07-09T00:20:00Z,1.347,12.06
2021-07-09T02:19:00Z,1.442,12.34
2021-07-09T04:20:00Z,1.475,12.26
2021-07-09T06:20:00Z,1.248,11.96
2021-07-09T08:19:00Z,1.28,12.11
2021-07-09T10:20:00Z,1.212,12.08
2021-07-09T12:20:00Z,1.24,12.27
2021-07-09T14:19:00Z,1.186,11.85
2021-07-09T16:20:00Z,1.271,11.53
2021-07-09T18:20:00Z,1.189,11.44
2021-07-09T20:19:00Z,1.089,11.49
2021-07-09T22:20:00Z,1.194,11.52
2021-07-10T00:20:00Z,1.248,11.47
2021-07-10T02:19:00Z,1.11,11.64
2021-07-10T04:20:00Z,1.001,11.42
2021-07-10T06:20:00Z,1.037,11.75
2021-07-10T08:19:00Z,1.053,12.16
2021-07-10T10:20:00Z,0.835,12.41
2021-07-10T12:20:00Z,1.038,12.01
2021-07-10T14:19:00Z,1.012,12.34
2021-07-10T16:20:00Z,0.869,11.94
2021-07-10T18:20:00Z,1.041,12.41
2021-07-10T20:19:00Z,0.886,11.57
2021-07-10T22:20:00Z,1.03,12.2
2021-07-11T00:20:00Z,0.798,12.09
2021-07-11T02:19:00Z,0.847,12.39
2021-07-11T04:20:00Z,0.806,11.93
2021-07-11T06:20:00Z,0.76,13.45
2021-07-11T08:19:00Z,0.748,12.34
2021-07-11T10:20:00Z,0.8,12.22
2021-07-11T12:20:00Z,0.884,13.02
2021-07-11T14:19:00Z,0.773,12.91
2021-07-11T16:20:00Z,0.665,12.02
2021-07-11T18:20:00Z,0.737,13.1
2021-07-11T20:19:00Z,0.863,13.29
2021-07-11T22:20:00Z,0.728,12.38
2021-07-12T00:20:00Z,0.785,13.36
2021-07-12T02:19:00Z,0.757,13.27
2021-07-12T04:20:00Z,0.868,13.39
2021-07-12T06:20:00Z,0.857,13.23
2021-07-12T08:19:00Z,0.804,12.99
2021-07-12T10:20:00Z,0.954,12.76
2021-07-12T12:20:00Z,0.96,12.95
2021-07-12T14:19:00Z,0.876,12.71
2021-07-12T16:20:00Z,0.998,12.72
2021-07-12T18:20:00Z,0.973,12.56
2021-07-12T20:19:00Z,1.154,12.22
2021-07-12T22:20:00Z,1.234,12.51
2021-07-13T00:20:00Z,1.353,12.66
2021-07-13T02:19:00Z,1.174,12.38
2021-07-13T04:20:00Z,1.413,13.89
2021-07-13T06:20:00Z,1.696,14.17
2021-07-13T08:19:00Z,1.597,13.85
2021-07-13T10:20:00Z,1.724,14.33
2021-07-13T12:20:00Z,1.396,13.45
2021-07-13T14:19:00Z,1.898,13.57
2021-07-13T16:20:00Z,1.576,13.21
2021-07-13T18:20:00Z,1.582,12.95
2021-07-13T20:19:00Z,1.459,13.16
2021-07-13T22:20:00Z,1.628,13.31
2021-07-14T00:20:00Z,1.843,13.63
2021-07-14T02:19:00Z,1.606,13.67
2021-07-14T04:20:00Z,2.09,13.92
2021-07-14T06:20:00Z,2.306,14.11
2021-07-14T08:19:00Z,2.331,13.99
2021-07-14T10:20:00Z,2.236,13.47
2021-07-14T12:20:00Z,2.109,13.59
2021-07-14T14:19:00Z,2.392,15.1
2021-07-14T16:20:00Z,2.644,14.55
2021-07-14T18:20:00Z,2.377,14.59
2021-07-14T20:19:00Z,1.955,14.05
2021-07-14T22:20:00Z,2.082,14.65
2021-07-15T00:20:00Z,1.967,13.67
2021-07-15T02:19:00Z,1.934,13.47
2021-07-15T04:20:00Z,1.754,13.63
2021-07-15T06:20:00Z,1.57,13.41
2021-07-15T08:19:00Z,1.532,12.95
2021-07-15T10:20:00Z,1.333,12.82
2021-07-15T12:20:00Z,1.342,12.98
2021-07-15T14:19:00Z,1.281,13.38
2021-07-15T16:20:00Z,1.371,13.42
2021-07-15T18:20:00Z,1.257,14.3
2021-07-15T20:19:00Z,1.663,13.83
2021-07-15T22:20:00Z,1.394,14.57
2021-07-16T00:20:00Z,1.689,13.89
2021-07-16T02:19:00Z,1.785,13.64
2021-07-16T04:20:00Z,1.713,13.89
2021-07-16T06:20:00Z,1.742,13.72
2021-07-16T08:19:00Z,1.763,13.48
2021-07-16T10:20:00Z,2.035,13.89
2021-07-16T12:20:00Z,1.84,13.33
2021-07-16T14:19:00Z,1.354,13.47
2021-07-16T16:20:00Z,1.941,13.31
2021-07-16T18:20:00Z,1.834,13.43
2021-07-16T20:19:00Z,1.758,13.12
2021-07-16T22:20:00Z,1.603,13.42
2021-07-17T00:20:00Z,1.607,12.93
2021-07-17T02:19:00Z,1.304,12.78
2021-07-17T04:20:00Z,1.167,11.9
2021-07-17T06:20:00Z,1.353,12.18
2021-07-17T08:19:00Z,1.373,12.42
2021-07-17T10:20:00Z,1.391,12.42
2021-07-17T12:20:00Z,1.285,12.11
2021-07-17T14:19:00Z,1.391,11.8
2021-07-17T16:20:00Z,1.255,12.78
2021-07-17T18:20:00Z,1.251,12.38
2021-07-17T20:19:00Z,1.033,12.14
2021-07-17T22:20:00Z,1.056,11.32
2021-07-18T00:20:00Z,1.123,11.69
2021-07-18T02:19:00Z,1.119,11.42
2021-07-18T04:20:00Z,1.103,11.16
2021-07-18T06:20:00Z,1.231,11.13
2021-07-18T08:19:00Z,1.105,11.08
2021-07-18T10:20:00Z,1.353,11.11
2021-07-18T12:20:00Z,1.625,10.47
2021-07-18T14:19:00Z,1.731,10.37
2021-07-18T16:20:00Z,1.582,10.57
2021-07-18T18:20:00Z,1.785,10.25
2021-07-18T20:19:00Z,1.832,10.15
2021-07-18T22:20:00Z,1.789,10.49
2021-07-19T00:20:00Z,1.438,10.27
2021-07-19T02:19:00Z,1.368,10.17
2021-07-19T04:20:00Z,1.428,10.32
2021-07-19T06:20:00Z,1.408,10.38
2021-07-19T08:19:00Z,1.434,10.37
2021-07-19T10:20:00Z,1.401,11.4
2021-07-19T12:20:00Z,1.325,11.75
2021-07-19T14:19:00Z,1.413,12.42
2021-07-19T16:20:00Z,1.611,12.75
2021-07-19T18:20:00Z,1.498,12.55
2021-07-19T20:19:00Z,1.878,14.41
2021-07-19T22:20:00Z,1.968,14
2021-07-20T00:20:00Z,1.665,13.17
2021-07-20T02:19:00Z,1.645,12.9
2021-07-20T04:20:00Z,1.716,13.71
2021-07-20T06:20:00Z,1.509,13.09
2021-07-20T08:19:00Z,1.649,12.71
2021-07-20T10:20:00Z,1.402,11.31
2021-07-20T12:20:00Z,1.412,12.01
2021-07-20T14:19:00Z,1.371,11.83
2021-07-20T16:20:00Z,1.241,11.64
2021-07-20T18:20:00Z,1.218,11.41
2021-07-20T20:19:00Z,1.132,10.93
2021-07-22T05:39:00Z,0.542,11.62
2021-07-22T07:39:00Z,0.558,11.25
2021-07-22T09:40:00Z,0.588,11.21
2021-07-22T11:39:00Z,0.519,11.79
2021-07-22T13:39:00Z,0.576,10.98
2021-07-22T15:40:00Z,0.56,12.12
2021-07-22T17:39:00Z,0.606,13.85
2021-07-22T19:39:00Z,0.649,14.49
2021-07-22T21:40:00Z,0.712,14.15
2021-07-22T23:39:00Z,0.666,14.2
2021-07-23T01:39:00Z,0.698,14.08
2021-07-23T03:40:00Z,0.728,14.29
2021-07-23T05:39:00Z,0.937,13.95
2021-07-23T07:39:00Z,0.965,13.76
2021-07-23T09:40:00Z,0.818,13.46
2021-07-23T11:39:00Z,0.936,14.79
2021-07-23T13:39:00Z,1.007,13.06
2021-07-23T15:40:00Z,0.86,13.52
2021-07-23T17:39:00Z,1.024,12.8
2021-07-23T19:39:00Z,1.105,13.23
2021-07-23T21:40:00Z,1.152,13.04
2021-07-23T23:39:00Z,1.308,13.16
2021-07-24T01:39:00Z,1.079,12.99
2021-07-24T03:40:00Z,1.234,12.97
2021-07-24T05:39:00Z,0.833,13.54
2021-07-24T07:39:00Z,1.085,12.24
2021-07-24T09:40:00Z,1.17,12.47
2021-07-24T11:39:00Z,1.186,12.06
