Site,date,TempInSitu,Salinity_psu,Season,Depth,pH,DO_mg_L,Rn_dpm_L,PAR_calc
Varari,2021-08-04T19:26:00Z,26.648370565046,32.8865712200292,Dry,0.447,7.941664964258047,7.901,NA,0.07649
Varari,2021-08-04T19:27:00Z,26.7483919185283,33.3683111565884,Dry,0.474,7.893663465507835,7.892,4.7,0
Varari,2021-08-04T19:28:00Z,26.7284132720105,33.2935400806115,Dry,0.462,7.940360690538678,8.018,NA,0
Varari,2021-08-04T19:29:00Z,26.6984346254928,33.1781766813415,Dry,0.449,7.873474837126652,7.881,NA,0.08578
Varari,2021-08-04T19:30:00Z,26.708455978975,33.3272155293677,Dry,0.463,7.913961012074696,7.793,NA,0.01455
Varari,2021-08-04T19:31:00Z,26.6984773324573,33.2387922081378,Dry,0.465,7.901865557318435,7.928,NA,0.04242
Varari,2021-08-04T19:32:00Z,26.6884986859396,33.2197715471725,Dry,0.465,7.943527679256671,8.011,5.5,0
Varari,2021-08-04T19:33:00Z,26.6985200394218,33.3762039716086,Dry,0.435,7.9558144484625535,7.965,NA,0
Varari,2021-08-04T19:34:00Z,26.6985413929041,33.4781477625538,Dry,0.478,7.915136959064889,7.96,NA,0
Varari,2021-08-04T19:35:00Z,26.6985627463863,33.4867363170776,Dry,0.462,7.9509193460521645,8.023,NA,0.00836
Varari,2021-08-04T19:36:00Z,26.6785840998686,33.2100946622275,Dry,0.454,7.889974126013078,7.845,NA,0
Varari,2021-08-04T19:37:00Z,26.6886054533509,33.4665550601089,Dry,0.474,7.918160822753954,7.97,5.5,0
Varari,2021-08-04T19:38:00Z,26.6786268068331,33.2384482407739,Dry,0.463,7.902238390814164,7.927,NA,0
Varari,2021-08-04T19:39:00Z,26.7086481603154,33.4294120131257,Dry,0.463,7.948551506015071,8.142,NA,0
Varari,2021-08-04T19:40:00Z,26.7286695137976,33.616314834305,Dry,0.512,7.968035380254453,8.057,NA,0.03004
Varari,2021-08-04T19:41:00Z,26.7286908672799,33.5187683345031,Dry,0.492,7.930424269937387,8.003,NA,0.05481
Varari,2021-08-04T19:42:00Z,26.6887122207622,33.5728130221738,Dry,0.451,7.914464989356207,8.013,5.1,0
Varari,2021-08-04T19:43:00Z,26.6887335742444,33.5696288304505,Dry,0.487,7.936679134433652,7.926,NA,0
Varari,2021-08-04T19:44:00Z,26.6887549277267,33.5170558460251,Dry,0.476,7.947223512654418,7.943,NA,0.05791
Varari,2021-08-04T19:45:00Z,26.6787762812089,33.5211123503534,Dry,0.485,7.924078862377741,7.99,NA,0
Varari,2021-08-04T19:46:00Z,26.6787976346912,33.5344169732017,Dry,0.483,7.95984586357313,8.029,NA,0
Varari,2021-08-04T19:47:00Z,26.7288189881735,33.8367156438042,Dry,0.485,7.973955816460147,8.073,3.3,0.02694
Varari,2021-08-04T19:48:00Z,26.6488403416557,33.4328225539861,Dry,0.48,7.955287149158592,7.912,NA,0
Varari,2021-08-04T19:49:00Z,26.698861695138,34.0647589571019,Dry,0.478,7.92323884424068,8.037,NA,0
Varari,2021-08-04T19:50:00Z,26.6488830486202,33.8039198527319,Dry,0.458,7.924712527413597,7.789,NA,0
Varari,2021-08-04T19:51:00Z,26.5289044021025,33.2902186415314,Dry,0.445,7.922230822476208,7.732,NA,0.00526
Varari,2021-08-04T19:52:00Z,26.5989257555848,33.4658028613193,Dry,0.471,7.932479043748348,7.815,2.9,0
Varari,2021-08-04T19:53:00Z,26.728947109067,34.3957995562028,Dry,0.495,7.9524312778966975,7.863,NA,0
Varari,2021-08-04T19:54:00Z,26.6389684625493,33.788738061658,Dry,0.494,7.936471997315518,7.988,NA,0.03004
Varari,2021-08-04T19:55:00Z,26.6589898160315,33.9194054279219,Dry,0.495,7.92794294580822,8.032,NA,0
Varari,2021-08-04T19:56:00Z,26.6590111695138,33.9498388915634,Dry,0.463,7.916724496428467,7.774,NA,0.01455
Varari,2021-08-04T19:57:00Z,26.5690325229961,33.4998234339544,Dry,0.451,7.889476012196207,7.688,3.6,0
Varari,2021-08-04T19:58:00Z,26.6590538764783,33.99153938513,Dry,0.486,7.949655402941382,7.663,NA,0
Varari,2021-08-04T19:59:00Z,26.6390752299606,33.9257403435058,Dry,0.474,7.906139562192172,7.87,NA,0
Varari,2021-08-04T20:00:00Z,26.6590965834428,33.88857138312,Dry,0.474,7.932143036493524,7.959,NA,0
Varari,2021-08-04T20:01:00Z,26.6791179369251,34.1418010137084,Dry,0.503,7.966878626633344,8.05,NA,0.04242
Varari,2021-08-04T20:02:00Z,26.6991392904074,34.1676508366774,Dry,0.515,7.915044348136992,7.867,3.6,0
Varari,2021-08-04T20:03:00Z,26.5891606438896,33.6374636321339,Dry,0.453,7.910675962579155,7.751,NA,0
Varari,2021-08-04T20:04:00Z,26.6391819973719,34.0105594289818,Dry,0.486,7.916892511257615,7.706,NA,0
Varari,2021-08-04T20:05:00Z,26.6392033508541,33.918107109408,Dry,0.495,7.965239751093714,7.734,NA,0.03313
Varari,2021-08-04T20:06:00Z,26.6392247043364,33.8716237102056,Dry,0.456,7.952679669866038,7.808,NA,0
Varari,2021-08-04T20:07:00Z,26.6492460578187,34.2490892200864,Dry,0.513,7.933500300448753,7.611,3.3,0.00526
Varari,2021-08-04T20:08:00Z,26.5992674113009,33.8680537177992,Dry,0.508,7.9429348097754815,7.816,NA,0.07029
Varari,2021-08-04T20:09:00Z,26.5992887647832,33.9126934487747,Dry,0.503,7.901406258249378,7.882,NA,0
Varari,2021-08-04T20:10:00Z,26.6293101182654,33.9042515772508,Dry,0.494,7.973975939719145,7.961,NA,0
Varari,2021-08-04T20:11:00Z,26.6493314717477,34.0018272842308,Dry,0.494,7.953647500802277,8.015,NA,0.00836
Varari,2021-08-04T20:12:00Z,26.67935282523,34.28374783328,Dry,0.508,7.935852743332477,7.845,3.6,0.02694
Varari,2021-08-04T20:13:00Z,26.6393741787122,34.2755148593504,Dry,0.497,7.884103857344809,7.565,NA,0
Varari,2021-08-04T20:14:00Z,26.4993955321945,33.2164962597754,Dry,0.451,7.945598578136476,7.631,NA,0.02694
Varari,2021-08-04T20:15:00Z,26.5494168856767,33.7015108231776,Dry,0.475,7.9479510210202,7.715,NA,0
Varari,2021-08-04T20:16:00Z,26.599438239159,33.75646653684,Dry,0.46,7.947975254649907,7.862,NA,0
Varari,2021-08-04T20:17:00Z,26.6994595926413,34.3630309114536,Dry,0.515,7.919087479358867,7.722,4.7,0.061
Varari,2021-08-04T20:18:00Z,26.6294809461235,34.0272562211626,Dry,0.488,7.949295274096613,7.813,NA,0
Varari,2021-08-04T20:19:00Z,26.6395022996058,33.9491289158416,Dry,0.492,7.902955366716725,7.7,NA,0
Varari,2021-08-04T20:20:00Z,26.639523653088,33.9843739001482,Dry,0.49,7.943246135252752,7.82,NA,0
Varari,2021-08-04T20:21:00Z,26.6195450065703,34.0488826948637,Dry,0.504,7.954168191498613,7.838,NA,0
Varari,2021-08-04T20:22:00Z,26.5995663600526,33.8680151372257,Dry,0.477,7.934004395352408,7.913,4.3,0
Varari,2021-08-04T20:23:00Z,26.6295877135348,33.9385421440675,Dry,0.472,7.939549439292615,7.9,NA,0
Varari,2021-08-04T20:24:00Z,26.6396090670171,34.2825588793095,Dry,0.501,7.93169069236054,7.728,NA,0
Varari,2021-08-04T20:25:00Z,26.5996304204993,34.098847187575,Dry,0.495,7.91135750871784,7.627,NA,0.02075
Varari,2021-08-04T20:26:00Z,26.5796517739816,34.003948435942696,Dry,0.501,7.955048647123642,7.718,NA,0
Varari,2021-08-04T20:27:00Z,26.599673127463898,34.1918884689493,Dry,0.497,7.940557629099925,7.849,5.8,0.03313
Varari,2021-08-04T20:28:00Z,26.6796944809461,34.3205840118569,Dry,0.526,7.9412691342418125,7.784,NA,0
Varari,2021-08-04T20:29:00Z,26.5997158344284,34.0155426109315,Dry,0.476,7.926817449999893,7.69,NA,0.04862
Varari,2021-08-04T20:30:00Z,26.5797371879106,33.9068943487199,Dry,0.501,7.878894008162857,7.53,NA,0
Varari,2021-08-04T20:31:00Z,26.4797585413929,33.4290703157221,Dry,0.474,7.922925636732905,7.622,NA,0
Varari,2021-08-04T20:32:00Z,26.5697798948752,34.0567157467342,Dry,0.499,7.958368982362406,7.717,3.3,0.00217
Varari,2021-08-04T20:33:00Z,26.5198012483574,33.6567757933215,Dry,0.512,7.964418121206267,7.76,NA,0.01146
Varari,2021-08-04T20:34:00Z,26.5298226018397,33.7334022068555,Dry,0.506,7.851701698373459,7.477,NA,0
Varari,2021-08-04T20:35:00Z,26.4798439553219,33.409776246707,Dry,0.465,7.914055987521912,7.582,NA,0
Varari,2021-08-04T20:36:00Z,26.5398653088042,33.9215169512363,Dry,0.515,7.9190602647591986,7.498,NA,0
Varari,2021-08-04T20:37:00Z,26.5498866622865,34.0381052633854,Dry,0.497,7.858391157072005,7.356,4,0.00217
Varari,2021-08-04T20:38:00Z,26.5399080157687,34.0445709989846,Dry,0.477,7.9607621036844,7.659,NA,0
Varari,2021-08-04T20:39:00Z,26.619929369251,34.3894109921628,Dry,0.538,7.927139016905234,7.401,NA,0
Varari,2021-08-04T20:40:00Z,26.4999507227332,33.8236868728511,Dry,0.458,7.91823037003198,7.331,NA,0
Varari,2021-08-04T20:41:00Z,26.5399720762155,34.3534286418031,Dry,0.463,7.954184731824619,7.6,NA,0
Varari,2021-08-04T20:42:00Z,26.5399934296978,34.089309312716,Dry,0.502,7.94275667555453,7.571,NA,0.00836
Varari,2021-08-04T20:43:00Z,26.57001478318,34.1413621566917,Dry,0.517,7.897555585778955,7.453,3.2,0
Varari,2021-08-04T20:44:00Z,26.5200361366623,33.8745401243096,Dry,0.477,7.936202349164332,7.645,NA,0
