Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Radon In Water 2-Sigma Uncert. [Dpm/L],Thoron In Water [Dpm/L],Thoron In Water 2-Sigma Uncert. [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Varari,21,3/29/2022 2:39,22,3,29,2,39,6,4.6,16.7,0,83.3,0,2218,9,27.5,4,2,6.21,50,134,0.8825151,4.26116,255,17,21,4.99,Sniff,1.98,,,,0.33,,,,28.1,,,,,,,,,,,,
Wet,Varari,22,3/29/2022 2:44,22,3,29,2,44,7,4.6,57.2,0,42.9,0,2218,9,27.5,5,2,6.21,50,134,3.53006,5.711758,255,17,22,0.75,Sniff,7.92,,,,1.342,,,,28.1,,,,,,,,,,,,
Wet,Varari,23,3/29/2022 2:49,22,3,29,2,49,3,4.6,0,0,100,0,2218,8,27.5,4,2,6.21,50,134,0,3.511083,255,17,23,N/A,Sniff,0,,,,0,,,,28.1,,,,,,,,,,,,
Wet,Varari,24,3/29/2022 2:54,22,3,29,2,54,9,4.6,22.2,11.1,66.7,0,2218,8,27.5,4,2,6.21,50,134,1.76503,4.822152,255,17,24,3,Sniff,3.96,,,,0.66,,,,28.1,,,,,,,,,,,,
Wet,Varari,25,3/29/2022 2:59,22,3,29,2,59,18,4.6,11.1,5.6,77.8,0,2201,8,27.5,4,2,6.21,50,134,1.76503,4.822152,255,17,25,7.01,Sniff,3.96,,,,0.66,,,,28.1,,,,,,,,,,,,
Wet,Varari,26,3/29/2022 3:04,22,3,29,3,4,4,4.6,25,0,75,0,2218,9,27.5,4,2,6.21,50,134,0.8777706,4.238252,255,17,26,3,Sniff,1.98,,,,0.33,,,,28.1,,,,,,,,,,,,
Wet,Varari,27,3/29/2022 3:09,22,3,29,3,9,6,4.6,33.3,16.7,50,0,2218,9,27.5,4,2,6.18,50,134,1.76503,4.822152,255,17,27,1.5,Sniff,3.96,,,,0.682,,,,28,,,,,,,,,,,,
Wet,Varari,28,3/29/2022 3:14,22,3,29,3,14,3,4.6,0,33.3,33.3,0,2236,9,27.5,4,2,6.21,50,134,0,3.511083,255,17,28,N/A,Sniff,0,,,,0,,,,28,,,,,,,,,,,,
Wet,Varari,29,3/29/2022 3:19,22,3,29,3,19,14,4.6,14.3,7.2,78.6,0,2218,8,27.5,5,2,6.21,50,134,1.76503,4.822152,255,17,29,5.5,Sniff,3.96,,,,0.682,,,,28,,,,,,,,,,,,
Wet,Varari,30,3/29/2022 3:24,22,3,29,3,24,5,4.6,60,0,40,0,2236,10,27.5,4,2,6.21,50,134,2.633312,5.266623,255,17,30,0.667,Sniff,5.94,,,,1.012,,,,28,,,,,,,,,,,,
Wet,Varari,31,3/29/2022 3:29,22,3,29,3,29,1,4.6,100,0,0,0,2236,9,27.5,4,2,6.18,50,134,0.8777706,4.238252,255,17,31,0,Sniff,1.98,,,,0.33,,,,28,,,,,,,,,,,,
Wet,Varari,32,3/29/2022 3:34,22,3,29,3,34,2,4.6,50,0,50,0,2218,8,27.5,4,2,6.18,50,134,0.8777706,4.238252,255,17,32,1,Sniff,1.98,,,,0.33,,,,28,,,,,,,,,,,,
Wet,Varari,33,3/29/2022 3:39,22,3,29,3,39,6,4.6,16.7,0,50,33.3,2218,9,27.5,5,2,6.21,50,134,0,4.822152,255,17,33,2.99,Sniff,0,,,,0,,,,28,,,,,,,,,,,,
Wet,Varari,34,3/29/2022 3:44,22,3,29,3,44,5,4.6,40,0,60,0,2218,9,27.5,5,2,6.21,50,134,1.755541,4.796227,255,17,34,1.5,Sniff,3.96,,,,0.682,,,,28,,,,,,,,,,,,
Wet,Varari,35,3/29/2022 3:49,22,3,29,3,49,4,4.6,50,0,50,0,2236,9,27.5,4,2,6.21,50,134,1.755541,4.796227,255,17,35,1,Sniff,3.96,,,,0.682,,,,28,,,,,,,,,,,,
Wet,Varari,36,3/29/2022 3:54,22,3,29,3,54,6,4.6,0,0,83.3,16.7,2218,8,27.5,4,2,6.21,50,134,0,3.53006,255,17,36,N/A,Sniff,0,,,,0,,,,27.9,,,,,,,,,,,,
Wet,Varari,37,3/29/2022 3:59,22,3,29,3,59,3,4.6,33.3,0,66.7,0,2201,9,27.1,4,2,6.18,50,134,0.8777706,4.238252,255,17,37,2,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,38,3/29/2022 4:04,22,3,29,4,4,4,4.6,50,0,25,25,2218,9,27.1,4,2,6.21,50,134,1.755541,4.796227,255,17,38,0.5,Sniff,2.86,,,,0.484,,,,27.8,,,,,,,,,,,,
Wet,Varari,39,3/29/2022 4:09,22,3,29,4,9,2,4.6,0,0,50,50,2218,9,27.1,4,2,6.21,50,134,0,3.511083,255,17,39,N/A,Sniff,0,,,,0,,,,27.7,,,,,,,,,,,,
Wet,Varari,40,3/29/2022 4:14,22,3,29,4,14,1,4.6,100,0,0,0,2218,9,27.1,4,2,6.18,50,134,0.8777706,4.238252,255,17,40,0,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,41,3/29/2022 4:19,22,3,29,4,19,7,4.6,14.3,14.3,71.4,0,2218,9,27.1,4,1,6.21,50,134,0.8825151,4.26116,255,17,41,4.99,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,42,3/29/2022 4:24,22,3,29,4,24,8,4.6,37.5,0,50,12.5,2218,9,27.1,4,1,6.18,50,134,2.647545,5.29509,255,17,42,1.33,Sniff,4.84,,,,0.814,,,,27.9,,,,,,,,,,,,
Wet,Varari,43,3/29/2022 4:29,22,3,29,4,29,5,4.6,60,0,40,0,2218,8,27.1,4,1,6.18,50,134,2.633312,5.266623,255,17,43,0.667,Sniff,5.94,,,,1.012,,,,27.8,,,,,,,,,,,,
Wet,Varari,44,3/29/2022 4:34,22,3,29,4,34,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,44,1,Sniff,1.98,,,,0.33,,,,27.7,,,,,,,,,,,,
Wet,Varari,45,3/29/2022 4:39,22,3,29,4,39,5,4.6,40,20,20,0,2218,8,26.8,4,1,6.18,50,134,1.755541,4.796227,255,17,45,0.5,Sniff,3.96,,,,0.682,,,,27.7,,,,,,,,,,,,
Wet,Varari,46,3/29/2022 4:44,22,3,29,4,44,1,4.6,100,0,0,0,2236,9,26.8,4,2,6.18,50,134,0.8777706,4.238252,255,17,46,0,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,47,3/29/2022 4:49,22,3,29,4,49,2,4.6,50,0,50,0,2218,9,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,47,1,Sniff,1.98,,,,0.33,,,,27.7,,,,,,,,,,,,
Wet,Varari,48,3/29/2022 4:54,22,3,29,4,54,5,4.6,20,40,40,0,2218,9,26.8,4,1,6.18,50,134,0.8825151,4.26116,255,17,48,2,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,49,3/29/2022 4:59,22,3,29,4,59,4,4.6,0,0,50,25,2218,8,26.8,4,1,6.18,50,134,0,3.511083,255,17,49,N/A,Sniff,0,,,,0,,,,27.7,,,,,,,,,,,,
Wet,Varari,50,3/29/2022 5:04,22,3,29,5,4,5,4.6,20,0,80,0,2236,9,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,50,4,Sniff,1.98,,,,0.33,,,,27.7,,,,,,,,,,,,
Wet,Varari,51,3/29/2022 5:10,22,3,29,5,10,3,4.6,33.3,0,33.3,33.3,2218,9,26.8,4,2,6.18,50,134,0.8777706,4.238252,255,17,51,1,Sniff,0.88,,,,0.154,,,,27.8,,,,,,,,,,,,
Wet,Varari,52,3/29/2022 5:15,22,3,29,5,15,4,4.6,75,25,0,0,2218,8,26.8,4,1,6.18,50,134,2.633312,5.266623,255,17,52,0,Sniff,5.94,,,,1.012,,,,27.8,,,,,,,,,,,,
Wet,Varari,53,3/29/2022 5:20,22,3,29,5,20,8,4.6,12.5,12.5,62.5,12.5,2218,9,26.8,4,1,6.18,50,134,0.8825151,4.26116,255,17,53,5,Sniff,0.88,,,,0.154,,,,27.7,,,,,,,,,,,,
Wet,Varari,54,3/29/2022 5:25,22,3,29,5,25,4,4.6,50,25,25,0,2218,9,26.8,4,1,6.15,50,134,1.755541,4.796227,255,17,54,0.5,Sniff,3.96,,,,0.682,,,,27.8,,,,,,,,,,,,
Wet,Varari,55,3/29/2022 5:30,22,3,29,5,30,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,55,1,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,56,3/29/2022 5:35,22,3,29,5,35,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,56,1,Sniff,1.98,,,,0.33,,,,27.8,,,,,,,,,,,,
Wet,Varari,57,3/29/2022 5:40,22,3,29,5,40,1,4.6,0,0,0,0,2218,8,26.5,4,1,6.15,50,134,0,3.511083,255,17,57,N/A,Sniff,0,,,,0,,,,27.8,,,,,,,,,,,,
Wet,Varari,58,3/29/2022 5:45,22,3,29,5,45,4,4.6,50,0,25,25,2218,9,26.8,5,2,6.18,50,134,1.755541,4.796227,255,17,58,0.5,Sniff,2.86,,,,0.484,,,,27.7,,,,,,,,,,,,
Wet,Varari,59,3/29/2022 5:50,22,3,29,5,50,2,4.6,50,0,50,0,2236,9,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,59,1,Sniff,1.98,,,,0.33,,,,27.6,,,,,,,,,,,,
Wet,Varari,60,3/29/2022 5:55,22,3,29,5,55,3,4.6,33.3,0,66.7,0,2218,9,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,60,2,Sniff,1.98,,,,0.33,,,,27.5,,,,,,,,,,,,
Wet,Varari,4,3/29/2022 6:34,22,3,29,6,34,152,4.5,82.2,0,8.6,0,2218,8,26.9,5,1,6.24,50,134,107.071,20.94303,255,1,4,0.105,Sniff,237.6,,,,41.14,,,,27.6,,,,,,,,,,,,
Wet,Varari,5,3/29/2022 6:39,22,3,29,6,39,135,4.5,83.7,2.2,8.9,0,2236,8,26.9,5,1,6.24,50,134,96.26031,19.8945,255,1,5,0.106,Sniff,220,,,,37.18,,,,27.7,,,,,,,,,,,,
Wet,Varari,6,3/29/2022 6:44,22,3,29,6,44,163,4.5,80.4,1.9,11.1,0,2218,7,26.9,5,1,6.21,50,134,112.2104,21.39557,255,1,6,0.138,Sniff,248.6,,,,43.12,,,,27.6,,,,,,,,,,,,
Wet,Varari,7,3/29/2022 6:49,22,3,29,6,49,174,4.5,77,0.6,16.1,0,2218,8,26.9,5,1,6.21,50,134,114.7801,21.61798,255,1,7,0.209,Sniff,253,,,,44,,,,27.8,,,,,,,,,,,,
Wet,Varari,8,3/29/2022 6:54,22,3,29,6,54,181,4.5,69.6,0.6,23.2,0,2218,8,26.6,5,1,6.24,50,134,108.5271,21.13596,255,1,8,0.333,Sniff,239.8,,,,41.36,,,,27.7,,,,,,,,,,,,
Wet,Varari,9,3/29/2022 6:59,22,3,29,6,59,185,4.5,70.8,0.6,21.6,0,2218,7,26.6,5,1,6.24,50,134,112.8338,21.51442,255,1,9,0.305,Sniff,248.6,,,,43.12,,,,27.6,,,,,,,,,,,,
Wet,Varari,10,3/29/2022 7:04,22,3,29,7,4,190,4.5,67.9,2.1,26.3,0,2218,8,26.6,4,1,6.24,50,134,111.1111,21.36392,255,1,10,0.387,Sniff,244.2,,,,42.24,,,,27.8,,,,,,,,,,,,
Wet,Varari,11,3/29/2022 7:09,22,3,29,7,9,224,4.4,70.5,1.8,22.3,0.5,2218,7,26.6,4,1,6.21,50,134,135.9837,23.57546,255,1,11,0.316,Sniff,305.8,,,,52.8,,,,27.8,,,,,,,,,,,,
Wet,Varari,12,3/29/2022 7:14,22,3,29,7,14,207,4.4,65.2,1.9,29,1,2218,8,26.6,4,1,6.24,50,134,116.0625,21.93392,255,1,12,0.445,Sniff,259.6,,,,45.1,,,,27.7,,,,,,,,,,,,
Wet,Varari,13,3/29/2022 7:19,22,3,29,7,19,226,4.4,64.2,0.9,30.5,0.5,2218,8,26.6,4,1,6.24,50,134,124.7239,22.66346,255,1,13,0.475,Sniff,279.4,,,,48.62,,,,27.7,,,,,,,,,,,,
Wet,Varari,14,3/29/2022 7:24,22,3,29,7,24,245,4.4,63.3,0.8,35.1,0,2236,8,26.6,4,1,6.21,50,134,135.0057,23.49969,255,1,14,0.555,Sniff,301.4,,,,52.14,,,,27.7,,,,,,,,,,,,
Wet,Varari,15,3/29/2022 7:29,22,3,29,7,29,245,4.4,54.3,0.4,42.1,0.4,2218,8,26.9,4,1,6.24,50,134,114.9726,21.90721,255,1,15,0.775,Sniff,257.4,,,,44.44,,,,27.7,,,,,,,,,,,,
Wet,Varari,16,3/29/2022 7:34,22,3,29,7,34,215,4.4,52.6,0.9,42.3,0,2218,8,26.9,4,1,6.24,50,134,97.87363,20.22793,255,1,16,0.804,Sniff,220,,,,38.06,,,,27.8,,,,,,,,,,,,
Wet,Varari,17,3/29/2022 7:39,22,3,29,7,39,255,4.4,51.8,0.4,42,0.4,2236,8,26.9,4,1,6.21,50,134,114.9726,21.83183,255,1,17,0.811,Sniff,255.2,,,,44.22,,,,27.7,,,,,,,,,,,,
Wet,Varari,18,3/29/2022 7:44,22,3,29,7,44,235,4.4,49.8,1.7,45.1,0,2218,7,26.9,4,1,6.21,50,134,101.9075,20.66506,255,1,18,0.906,Sniff,226.6,,,,39.38,,,,27.8,,,,,,,,,,,,
Wet,Varari,19,3/29/2022 7:49,22,3,29,7,49,225,4.4,53.3,1.8,40.5,0.5,2236,8,27.2,4,1,6.21,50,134,103.6495,20.9041,255,1,19,0.76,Sniff,231,,,,40.04,,,,27.7,,,,,,,,,,,,
Wet,Varari,20,3/29/2022 7:54,22,3,29,7,54,230,4.4,51.3,1.3,43.1,0.9,2218,7,27.2,4,1,6.21,50,134,101.9075,20.74508,255,1,20,0.84,Sniff,226.6,,,,39.16,,,,27.8,,,,,,,,,,,,
Wet,Varari,21,3/29/2022 7:59,22,3,29,7,59,234,4.4,53,0.4,41.9,0.9,2218,8,27.2,4,1,6.21,50,134,107.1335,21.21826,255,1,21,0.791,Sniff,237.6,,,,41.14,,,,27.8,,,,,,,,,,,,
Wet,Varari,22,3/29/2022 8:04,22,3,29,8,4,270,4.4,46.7,1.5,45.9,0,2236,8,27.2,4,1,6.21,50,134,110.3666,21.4942,255,1,22,0.983,Sniff,244.2,,,,42.24,,,,27.8,,,,,,,,,,,,
Wet,Varari,23,3/29/2022 8:09,22,3,29,8,9,275,4.4,45.1,0.4,49.8,0,2201,8,27.2,4,1,6.21,50,134,108.6147,21.33813,255,1,23,1.1,Sniff,239.8,,,,41.58,,,,27.9,,,,,,,,,,,,
Wet,Varari,24,3/29/2022 8:14,22,3,29,8,14,200,4.4,55,1.5,41.5,1,2201,7,27.6,4,1,6.24,50,134,94.40909,20.06497,255,1,24,0.755,Sniff,220,,,,36.52,,,,27.9,,,,,,,,,,,,
Wet,Varari,25,3/29/2022 8:19,22,3,29,8,19,234,4.4,45.3,0,51.3,0,2236,8,27.6,4,1,6.21,50,134,92.32647,19.76149,255,1,25,1.13,Sniff,198,,,,35.64,,,,27.8,,,,,,,,,,,,
Wet,Varari,26,3/29/2022 8:24,22,3,29,8,24,254,4.4,53.6,2,39.8,0,2218,7,27.6,4,1,6.21,50,134,118.4566,22.13169,255,1,26,0.743,Sniff,264,,,,45.54,,,,27.9,,,,,,,,,,,,
Wet,Varari,27,3/29/2022 8:29,22,3,29,8,29,247,4.4,49,2.8,44.1,1.2,2218,7,27.6,4,1,6.21,50,134,104.5205,21.06182,255,1,27,0.9,Sniff,231,,,,39.82,,,,28,,,,,,,,,,,,
Wet,Varari,28,3/29/2022 8:34,22,3,29,8,34,282,4.4,46.8,1.4,48.2,0.7,2218,7,27.9,4,1,6.21,50,134,115.3982,22.07992,255,1,28,1.03,Sniff,253,,,,43.56,,,,28,,,,,,,,,,,,
Wet,Varari,29,3/29/2022 8:39,22,3,29,8,39,262,4.4,44.3,0.4,51.9,0,2218,7,27.9,4,1,6.21,50,134,101.6073,20.70101,255,1,29,1.17,Sniff,224.4,,,,38.72,,,,28.1,,,,,,,,,,,,
Wet,Varari,30,3/29/2022 8:44,22,3,29,8,44,220,4.4,41.8,0.9,51.4,0.5,2236,8,27.9,4,1,6.21,50,134,79.68472,18.43774,255,1,30,1.23,Sniff,176,,,,30.36,,,,28.2,,,,,,,,,,,,
Wet,Varari,31,3/29/2022 8:49,22,3,29,8,49,225,4.4,48,1.3,46.7,0,2236,8,28.2,4,1,6.21,50,134,94.06847,19.92911,255,1,31,0.973,Sniff,220,,,,35.86,,,,28.2,,,,,,,,,,,,
Wet,Varari,32,3/29/2022 8:54,22,3,29,8,54,240,4.4,47.1,0.4,50.4,0.4,2218,7,28.2,4,1,6.18,50,134,98.42348,20.34157,255,1,32,1.07,Sniff,217.8,,,,37.4,,,,28.2,,,,,,,,,,,,
Wet,Varari,33,3/29/2022 8:59,22,3,29,8,59,229,4.4,48.9,2.6,43.2,0.9,2218,7,28.5,4,1,6.21,50,134,96.68148,20.25982,255,1,33,0.883,Sniff,215.6,,,,36.74,,,,28.2,,,,,,,,,,,,
Wet,Varari,34,3/29/2022 9:04,22,3,29,9,4,221,4.4,45.3,1.8,49.3,0,2236,8,28.5,4,1,6.21,50,134,87.10043,19.24898,255,1,34,1.09,Sniff,193.6,,,,33.22,,,,28.3,,,,,,,,,,,,
Wet,Varari,35,3/29/2022 9:09,22,3,29,9,9,230,4.4,40,0.9,53.1,0.9,2201,8,28.5,4,1,6.21,50,134,79.2614,18.54133,255,1,35,1.33,Sniff,176,,,,30.14,,,,28.4,,,,,,,,,,,,
Wet,Varari,36,3/29/2022 9:14,22,3,29,9,14,217,4.4,43.8,0.9,48.4,1.9,2218,7,28.8,4,1,6.18,50,134,80.55087,18.79323,255,1,36,1.11,Sniff,180.4,,,,30.8,,,,28.3,,,,,,,,,,,,
Wet,Varari,37,3/29/2022 9:19,22,3,29,9,19,246,4.4,44.7,1.2,51.2,0.4,2218,7,28.8,4,1,6.21,50,134,95.81048,20.09521,255,1,37,1.15,Sniff,220,,,,36.3,,,,28.3,,,,,,,,,,,,
Wet,Varari,38,3/29/2022 9:24,22,3,29,9,24,223,4.4,40.8,1.4,52.9,0.5,2218,7,28.8,4,2,6.21,50,134,78.39038,18.45077,255,1,38,1.3,Sniff,176,,,,29.7,,,,28.6,,,,,,,,,,,,
Wet,Varari,39,3/29/2022 9:29,22,3,29,9,29,221,4.4,40.3,1.4,57.9,0,2236,8,29.1,4,1,6.21,50,134,77.51938,18.26815,255,1,39,1.44,Sniff,171.6,,,,29.26,,,,28.7,,,,,,,,,,,,
Wet,Varari,40,3/29/2022 9:34,22,3,29,9,34,220,4.4,48.2,1.4,48.6,0.5,2201,8,29.4,4,1,6.18,50,134,90.94453,19.65109,255,1,40,1.01,Sniff,198,,,,34.54,,,,28.7,,,,,,,,,,,,
Wet,Varari,41,3/29/2022 9:39,22,3,29,9,39,216,4.4,42.1,1.9,50.9,0.5,2236,8,29.4,4,1,6.21,50,134,78.8186,18.34769,255,1,41,1.21,Sniff,176,,,,29.7,,,,28.7,,,,,,,,,,,,
Wet,Varari,42,3/29/2022 9:44,22,3,29,9,44,222,4.4,38.8,2.7,54.5,0.9,2218,7,29.7,4,2,6.21,50,134,74.03538,18.0835,255,1,42,1.4,Sniff,165,,,,27.94,,,,28.8,,,,,,,,,,,,
Wet,Varari,43,3/29/2022 9:49,22,3,29,9,49,200,4.4,35.5,1,58.5,0.5,2218,8,30,4,1,6.18,50,134,61.49583,16.43113,255,1,43,1.65,Sniff,136.4,,,,23.1,,,,28.9,,,,,,,,,,,,
Wet,Varari,44,3/29/2022 9:54,22,3,29,9,54,199,4.4,33.7,1,57.3,0,2201,8,30,4,1,6.21,50,134,58.03127,16.017,255,1,44,1.7,Sniff,129.8,,,,22,,,,28.9,,,,,,,,,,,,
Wet,Varari,45,3/29/2022 9:59,22,3,29,9,59,197,4.4,38.1,2,56.4,0.5,2236,8,30,4,2,6.21,50,134,64.96038,16.83391,255,1,45,1.48,Sniff,145.2,,,,24.2,,,,29.1,,,,,,,,,,,,
Wet,Varari,46,3/29/2022 10:04,22,3,29,10,4,177,4.5,40.1,0.6,56.5,0.6,2218,8,30.3,4,2,6.21,50,134,61.15418,16.33984,255,1,46,1.41,Sniff,134.2,,,,22.44,,,,29.2,,,,,,,,,,,,
Wet,Varari,47,3/29/2022 10:09,22,3,29,10,9,174,4.5,35.6,0.6,60.4,0.6,2218,7,30.3,4,2,6.21,50,134,53.40224,15.39578,255,1,47,1.7,Sniff,116.6,,,,19.58,,,,29.2,,,,,,,,,,,,
Wet,Varari,48,3/29/2022 10:14,22,3,29,10,14,186,4.4,37.6,3.8,57,0,2218,8,30.3,4,2,6.18,50,134,60.62968,16.3287,255,1,48,1.52,Sniff,136.4,,,,22.66,,,,29.4,,,,,,,,,,,,
Wet,Varari,49,3/29/2022 10:19,22,3,29,10,19,155,4.5,38.7,1.9,53.6,0.7,2236,8,30.6,4,2,6.21,50,134,50.53751,15.09315,255,1,49,1.39,Sniff,112.2,,,,18.7,,,,29.6,,,,,,,,,,,,
Wet,Varari,50,3/29/2022 10:24,22,3,29,10,24,132,4.5,25.8,3,63.6,0.8,2236,8,30.6,4,2,6.18,50,134,28.11143,11.78308,255,1,50,2.47,Sniff,63.8,,,,10.56,,,,29.6,,,,,,,,,,,,
Wet,Varari,51,3/29/2022 10:29,22,3,29,10,29,127,4.5,34.7,1.6,62.2,0,2218,8,30.6,4,2,6.21,50,134,37.68899,13.2052,255,1,51,1.79,Sniff,83.6,,,,13.86,,,,29.7,,,,,,,,,,,,
Wet,Varari,52,3/29/2022 10:34,22,3,29,10,34,142,4.5,33.1,0.7,62,0.7,2236,8,30.6,4,2,6.21,50,134,40.25869,13.58209,255,1,52,1.87,Sniff,88,,,,14.52,,,,29.8,,,,,,,,,,,,
Wet,Varari,53,3/29/2022 10:39,22,3,29,10,39,130,4.5,26.9,2.3,65.4,0,2218,7,30.6,4,2,6.21,50,134,29.97987,11.99195,255,1,53,2.43,Sniff,66,,,,11,,,,29.9,,,,,,,,,,,,
Wet,Varari,54,3/29/2022 10:45,22,3,29,10,45,95,4.5,24.2,0,70.5,1.1,2236,8,30.9,4,2,6.21,50,134,18.63854,9.995306,255,1,54,2.91,Sniff,44,,,,7.04,,,,29.9,,,,,,,,,,,,
Wet,Varari,55,3/29/2022 10:50,22,3,29,10,50,102,4.5,22.6,2,71.6,1,2218,7,30.9,4,2,6.21,50,134,19.59281,10.05023,255,1,55,3.17,Sniff,44,,,,7.04,,,,30,,,,,,,,,,,,
Wet,Varari,56,3/29/2022 10:55,22,3,29,10,55,107,4.5,25.2,6.6,65.4,0,2236,8,30.9,4,2,6.21,50,134,23.00026,10.71898,255,1,56,2.6,Sniff,50.6,,,,8.36,,,,30,,,,,,,,,,,,
Wet,Varari,57,3/29/2022 11:00,22,3,29,11,0,111,4.5,32.4,1.8,59.5,1.8,2218,7,31.2,4,2,6.21,50,134,29.81515,12.06706,255,1,57,1.84,Sniff,66,,,,10.78,,,,30.1,,,,,,,,,,,,
Wet,Varari,58,3/29/2022 11:05,22,3,29,11,5,83,4.5,20.5,0,75.9,0,2218,7,31.2,4,2,6.18,50,134,14.40251,8.883198,255,1,58,3.7,Sniff,32.34,,,,5.28,,,,30.1,,,,,,,,,,,,
Wet,Varari,59,3/29/2022 11:10,22,3,29,11,10,86,4.5,29.1,3.5,64,0,2218,7,31.5,4,2,6.21,50,134,21.18016,10.33425,255,1,59,2.2,Sniff,48.4,,,,7.7,,,,30.2,,,,,,,,,,,,
Wet,Varari,60,3/29/2022 11:11,22,3,29,11,11,41,1.6,22,2.5,73.2,2.5,2218,8,31.5,4,2,6.21,50,134,18.51209,19.26312,255,1,60,3.33,Sniff,44,,,,7.26,,,,30.2,,,,,,,,,,,,
