Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Radon In Water 2-Sigma Uncert. [Dpm/L],Thoron In Water [Dpm/L],Thoron In Water 2-Sigma Uncert. [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Varari,550,3/21/2022 13:44,22,3,21,13,44,3,4.6,33.3,0,66.7,0,2236,7,33.2,5,1,6.36,40,134,0.8380473,4.046451,255,01*,20*,2,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,551,3/21/2022 13:49,22,3,21,13,49,3,4.6,66.7,0,0,0,2236,8,33.2,5,1,6.36,40,134,1.676095,4.579176,255,01*,21*,0,Sniff,3.74,,,,0.616,,,,28.8,,,,,,,,,,,,
Wet,Varari,552,3/21/2022 13:54,22,3,21,13,54,3,4.6,33.3,0,66.7,0,2236,8,33.2,5,1,6.36,40,134,0.8380473,4.046451,255,01*,22*,2,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,553,3/21/2022 13:59,22,3,21,13,59,1,4.6,0,0,100,0,2236,7,33.2,5,1,6.36,40,134,0,3.352189,255,01*,23*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,554,3/21/2022 14:04,22,3,21,14,4,1,4.6,100,0,0,0,2218,7,33.2,5,1,6.36,40,134,0.8380473,4.046451,255,01*,24*,0,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,555,3/21/2022 14:09,22,3,21,14,9,1,4.6,100,0,0,0,2218,7,33.2,5,1,6.33,40,134,0.8380473,4.046451,255,01*,25*,0,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,556,3/21/2022 14:14,22,3,21,14,14,1,4.6,0,0,0,0,2218,7,33.2,5,1,6.33,40,134,0,3.334167,255,01*,26*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,557,3/21/2022 14:19,22,3,21,14,19,2,4.6,50,0,50,0,2218,7,32.8,5,1,6.33,40,134,0.8380473,4.046451,255,01*,27*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,558,3/21/2022 14:24,22,3,21,14,24,2,4.6,0,0,50,0,2218,7,32.8,4,1,6.33,40,134,0,3.352189,255,01*,28*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,559,3/21/2022 14:29,22,3,21,14,29,8,4.6,37.5,12.5,50,0,2218,7,32.8,5,1,6.33,40,134,2.514142,5.028284,255,01*,29*,1.33,Sniff,5.5,,,,0.946,,,,28.8,,,,,,,,,,,,
Wet,Varari,560,3/21/2022 14:34,22,3,21,14,34,2,4.6,0,0,100,0,2218,7,32.8,4,1,6.33,40,134,0,3.352189,255,01*,30*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,561,3/21/2022 14:39,22,3,21,14,39,1,4.6,0,0,100,0,2218,7,32.8,4,1,6.33,40,134,0,3.352189,255,01*,31*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,562,3/21/2022 14:45,22,3,21,14,45,2,4.6,50,0,50,0,2236,8,32.8,5,1,6.3,40,134,0.8380473,4.046451,255,01*,32*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,563,3/21/2022 14:50,22,3,21,14,50,2,4.6,50,0,50,0,2218,7,32.5,4,1,6.33,40,134,0.8380473,4.046451,255,01*,33*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,564,3/21/2022 14:55,22,3,21,14,55,3,4.6,33.3,0,66.7,0,2218,7,32.5,4,1,6.3,40,134,0.8380473,4.046451,255,01*,34*,2,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,565,3/21/2022 15:00,22,3,21,15,0,0,4.6,0,0,0,0,2218,7,32.5,4,1,6.3,40,134,0,3.334167,255,01*,35*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,566,3/21/2022 15:05,22,3,21,15,5,5,4.6,40,0,60,0,2218,7,32.5,4,1,6.33,40,134,1.676095,4.579176,255,01*,36*,1.5,Sniff,3.74,,,,0.616,,,,28.8,,,,,,,,,,,,
Wet,Varari,567,3/21/2022 15:10,22,3,21,15,10,5,4.6,40,0,60,0,2236,8,32.5,4,1,6.3,40,134,1.676095,4.579176,255,01*,37*,1.5,Sniff,3.74,,,,0.616,,,,28.8,,,,,,,,,,,,
Wet,Varari,568,3/21/2022 15:15,22,3,21,15,15,2,4.6,0,0,50,0,2218,7,32.5,4,1,6.33,40,134,0,3.352189,255,01*,38*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,569,3/21/2022 15:20,22,3,21,15,20,4,4.6,50,50,0,0,2236,8,32.2,4,1,6.33,40,134,1.676095,4.579176,255,01*,39*,0,Sniff,3.74,,,,0.616,,,,28.8,,,,,,,,,,,,
Wet,Varari,570,3/21/2022 15:25,22,3,21,15,25,2,4.6,0,0,100,0,2201,7,32.2,4,1,6.27,40,134,0,3.352189,255,01*,40*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,571,3/21/2022 15:30,22,3,21,15,30,3,4.6,33.3,33.3,33.3,0,2236,7,32.2,4,1,6.33,40,134,0.8380473,4.046451,255,01*,41*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,572,3/21/2022 15:35,22,3,21,15,35,1,4.6,0,100,0,0,2218,7,32.2,4,1,6.3,40,134,0,3.352189,255,01*,42*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,573,3/21/2022 15:40,22,3,21,15,40,3,4.6,33.3,33.3,33.3,0,2218,7,32.2,4,1,6.3,40,134,0.8380473,4.046451,255,01*,43*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,574,3/21/2022 15:45,22,3,21,15,45,2,4.6,50,0,50,0,2218,7,31.9,4,1,6.3,40,134,0.8380473,4.046451,255,01*,44*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,575,3/21/2022 15:50,22,3,21,15,50,0,4.6,0,0,0,0,2218,7,31.9,4,1,6.3,40,134,0,3.334167,255,01*,45*,N/A,Sniff,0,,,,0,,,,28.8,,,,,,,,,,,,
Wet,Varari,576,3/21/2022 15:55,22,3,21,15,55,3,4.6,33.3,0,66.7,0,2236,8,31.9,4,1,6.3,40,134,0.8380473,4.046451,255,01*,46*,2,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,577,3/21/2022 16:00,22,3,21,16,0,4,4.6,50,0,25,25,2218,7,31.9,4,1,6.3,40,134,1.676095,4.579176,255,01*,47*,0.5,Sniff,3.74,,,,0.66,,,,28.8,,,,,,,,,,,,
Wet,Varari,578,3/21/2022 16:05,22,3,21,16,5,5,4.6,60,20,20,0,2218,7,31.6,4,1,6.33,40,134,2.514142,5.028284,255,01*,48*,0.333,Sniff,5.5,,,,0.924,,,,28.8,,,,,,,,,,,,
Wet,Varari,579,3/21/2022 16:10,22,3,21,16,10,3,4.6,33.3,66.7,0,0,2236,7,31.6,4,1,6.3,40,134,0.8380473,4.046451,255,01*,49*,0,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,580,3/21/2022 16:15,22,3,21,16,15,4,4.6,50,0,25,25,2201,8,31.6,4,1,6.27,40,134,1.676095,4.579176,255,01*,50*,0.5,Sniff,3.74,,,,0.66,,,,28.8,,,,,,,,,,,,
Wet,Varari,581,3/21/2022 16:20,22,3,21,16,20,4,4.6,25,0,75,0,2201,8,31.6,4,1,6.3,40,134,0.8380473,4.046451,255,01*,51*,3,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,582,3/21/2022 16:25,22,3,21,16,25,3,4.6,33.3,33.3,33.3,0,2236,8,31.3,4,1,6.3,40,134,0.8380473,4.046451,255,01*,52*,1,Sniff,1.76,,,,0.308,,,,28.8,,,,,,,,,,,,
Wet,Varari,583,3/21/2022 16:30,22,3,21,16,30,5,4.6,60,40,0,0,2218,7,31.3,4,1,6.3,40,134,2.514142,5.028284,255,01*,53*,0,Sniff,5.5,,,,0.946,,,,28.8,,,,,,,,,,,,
Wet,Varari,584,3/21/2022 16:35,22,3,21,16,35,14,4.6,85.7,0,14.3,0,2218,7,31.3,4,1,6.3,40,134,10.05657,7.71934,255,01*,54*,0.167,Sniff,22.22,,,,3.74,,,,28.8,,,,,,,,,,,,
Wet,Varari,585,3/21/2022 16:40,22,3,21,16,40,7,4.6,57.2,14.3,28.6,0,2218,7,31.3,4,1,6.3,40,134,3.352189,5.423956,255,01*,55*,0.5,Sniff,7.48,,,,1.254,,,,28.8,,,,,,,,,,,,
Wet,Varari,586,3/21/2022 16:45,22,3,21,16,45,8,4.6,87.5,12.5,0,0,2236,8,31.3,4,1,6.3,40,134,5.866331,6.416806,255,01*,56*,0,Sniff,12.98,,,,2.2,,,,28.8,,,,,,,,,,,,
Wet,Varari,587,3/21/2022 16:50,22,3,21,16,50,11,4.6,63.6,0,27.3,9.1,2236,8,31.3,4,1,6.3,40,134,5.028284,6.416806,255,01*,57*,0.429,Sniff,11,,,,1.98,,,,28.7,,,,,,,,,,,,
Wet,Varari,588,3/21/2022 16:55,22,3,21,16,55,11,4.6,72.7,9.1,18.2,0,2218,7,31.3,4,1,6.27,40,134,6.704379,6.704379,255,01*,58*,0.25,Sniff,14.74,,,,2.42,,,,28.7,,,,,,,,,,,,
Wet,Varari,589,3/21/2022 17:00,22,3,21,17,0,17,4.6,53,17.7,17.7,0,2236,8,31.3,4,1,6.3,40,134,7.583418,7.014287,255,01*,59*,0.334,Sniff,16.72,,,,2.86,,,,28.7,,,,,,,,,,,,
Wet,Varari,590,3/21/2022 17:05,22,3,21,17,5,12,4.6,58.3,0,41.7,0,2218,7,31,5,1,6.27,40,134,5.866331,6.416806,255,01*,60*,0.715,Sniff,12.98,,,,2.2,,,,28.6,,,,,,,,,,,,
Wet,Varari,591,3/21/2022 17:10,22,3,21,17,10,12,4.6,58.3,8.3,33.3,0,2218,8,31,4,1,6.27,40,134,5.866331,6.416806,255,01*,61*,0.571,Sniff,12.98,,,,2.2,,,,28.6,,,,,,,,,,,,
Wet,Varari,592,3/21/2022 17:15,22,3,21,17,15,23,4.6,65.2,4.4,13.1,0,2218,7,31,4,1,6.24,40,134,12.63903,8.42602,255,01*,62*,0.201,Sniff,27.72,,,,4.62,,,,28.6,,,,,,,,,,,,
Wet,Varari,593,3/21/2022 17:20,22,3,21,17,20,21,4.6,71.4,0,23.8,0,2201,8,31,4,1,6.27,40,134,12.63903,8.42602,255,01*,63*,0.333,Sniff,27.72,,,,4.62,,,,28.6,,,,,,,,,,,,
Wet,Varari,594,3/21/2022 17:25,22,3,21,17,25,20,4.6,60,5,35,0,2236,8,30.7,4,1,6.27,40,134,10.11122,7.761293,255,01*,64*,0.583,Sniff,22.22,,,,3.74,,,,28.5,,,,,,,,,,,,
Wet,Varari,595,3/21/2022 17:30,22,3,21,17,30,18,4.6,50,0,33.3,0,2218,7,30.7,4,1,6.27,40,134,7.583418,7.014287,255,01*,65*,0.666,Sniff,16.72,,,,2.86,,,,28.5,,,,,,,,,,,,
Wet,Varari,596,3/21/2022 17:35,22,3,21,17,35,26,4.6,69.2,3.9,23.1,0,2218,7,30.7,4,1,6.27,40,134,15.16684,9.030837,255,01*,66*,0.334,Sniff,33.44,,,,5.72,,,,28.5,,,,,,,,,,,,
Wet,Varari,597,3/21/2022 17:40,22,3,21,17,40,29,4.6,75.9,0,24.2,0,2218,7,30.7,4,1,6.27,40,134,18.43704,9.714362,255,01*,67*,0.319,Sniff,40.48,,,,6.82,,,,28.4,,,,,,,,,,,,
Wet,Varari,598,3/21/2022 17:45,22,3,21,17,45,39,4.5,64.1,7.7,20.5,0,2218,7,30.4,4,1,6.27,40,134,21.18016,10.33426,255,01*,68*,0.32,Sniff,44,,,,7.92,,,,28.4,,,,,,,,,,,,
Wet,Varari,599,3/21/2022 17:50,22,3,21,17,50,52,4.5,75,0,15.4,0,2218,7,30.4,4,1,6.27,40,134,33.04105,12.41082,255,01*,69*,0.205,Sniff,72.6,,,,12.32,,,,28.4,,,,,,,,,,,,
Wet,Varari,600,3/21/2022 17:55,22,3,21,17,55,57,4.5,77.2,1.8,12.3,0,2218,7,30.4,4,1,6.27,40,134,37.27708,13.06088,255,01*,70*,0.159,Sniff,81.4,,,,14.08,,,,28.3,,,,,,,,,,,,
Wet,Varari,601,3/21/2022 18:00,22,3,21,18,0,54,4.5,79.6,3.7,14.8,0,2236,8,30.4,4,1,6.24,40,134,36.42987,12.93387,255,01*,71*,0.186,Sniff,79.2,,,,13.64,,,,28.3,,,,,,,,,,,,
Wet,Varari,602,3/21/2022 18:05,22,3,21,18,5,80,4.5,76.3,2.5,20,0,2218,7,30.1,4,1,6.27,40,134,51.96354,15.11885,255,01*,72*,0.262,Sniff,114.4,,,,19.58,,,,28.2,,,,,,,,,,,,
Wet,Varari,603,3/21/2022 18:10,22,3,21,18,10,90,4.5,71.1,1.1,21.1,0,2201,8,30.1,4,1,6.27,40,134,54.51912,15.43957,255,01*,73*,0.297,Sniff,121,,,,20.68,,,,28.1,,,,,,,,,,,,
Wet,Varari,604,3/21/2022 18:15,22,3,21,18,15,100,4.5,76,1,20,2,2236,7,30.1,4,1,6.27,40,134,64.24258,16.84314,255,01*,74*,0.263,Sniff,140.8,,,,24.2,,,,28.1,,,,,,,,,,,,
Wet,Varari,605,3/21/2022 18:20,22,3,21,18,20,102,4.5,75.5,2,16.7,0,2236,7,30.1,4,1,6.27,40,134,65.95572,16.84314,255,01*,75*,0.221,Sniff,145.2,,,,24.86,,,,28.1,,,,,,,,,,,,
Wet,Varari,606,3/21/2022 18:25,22,3,21,18,25,110,4.5,68.2,0,27.3,0,2218,7,29.8,4,1,6.24,40,134,64.24258,16.6479,255,01*,76*,0.4,Sniff,140.8,,,,24.42,,,,28,,,,,,,,,,,,
Wet,Varari,607,3/21/2022 18:30,22,3,21,18,30,111,4.5,59.5,0,33.3,0.9,2236,8,29.8,4,1,6.27,40,134,55.6769,15.73575,255,01*,77*,0.56,Sniff,123.2,,,,21.12,,,,27.8,,,,,,,,,,,,
Wet,Varari,608,3/21/2022 18:35,22,3,21,18,35,129,4.5,68.2,0.8,28.7,0,2218,8,29.8,4,1,6.27,40,134,75.37796,17.87482,255,01*,78*,0.421,Sniff,165,,,,28.6,,,,28,,,,,,,,,,,,
Wet,Varari,609,3/21/2022 18:40,22,3,21,18,40,136,4.5,66.2,0,27.2,0.7,2218,7,29.5,4,1,6.27,40,134,77.51938,18.15571,255,01*,79*,0.411,Sniff,171.6,,,,29.48,,,,28,,,,,,,,,,,,
Wet,Varari,610,3/21/2022 18:45,22,3,21,18,45,152,4.5,75.7,0.7,19.7,0.7,2236,8,29.5,4,1,6.24,40,134,98.19121,20.27619,255,01*,80*,0.26,Sniff,220,,,,37.4,,,,27.8,,,,,,,,,,,,
Wet,Varari,611,3/21/2022 18:50,22,3,21,18,50,148,4.5,62.2,1.4,31.8,0.7,2236,8,29.2,4,1,6.24,40,134,79.24203,18.33532,255,01*,81*,0.511,Sniff,173.8,,,,30.14,,,,27.9,,,,,,,,,,,,
Wet,Varari,612,3/21/2022 18:55,22,3,21,18,55,125,4.5,61.6,0,35.2,0,2236,8,29.2,4,1,6.27,40,134,65.95572,16.84314,255,01*,82*,0.571,Sniff,145.2,,,,25.08,,,,28,,,,,,,,,,,,
Wet,Varari,613,3/21/2022 19:00,22,3,21,19,0,139,4.5,66.9,1.5,28.8,0,2218,7,29.2,4,1,6.24,40,134,79.6608,18.3226,255,01*,83*,0.43,Sniff,176,,,,30.36,,,,27.7,,,,,,,,,,,,
Wet,Varari,614,3/21/2022 19:05,22,3,21,19,5,141,4.5,62.4,2.1,33.3,2.1,2218,7,28.9,4,1,6.24,40,134,74.9354,18.06517,255,01*,84*,0.534,Sniff,165,,,,28.6,,,,27.8,,,,,,,,,,,,
Wet,Varari,615,3/21/2022 19:10,22,3,21,19,10,161,4.5,62.7,1.9,32.3,0.6,2218,7,28.9,4,1,6.21,40,134,86.99397,19.12059,255,01*,85*,0.515,Sniff,191.4,,,,33,,,,27.9,,,,,,,,,,,,
Wet,Varari,616,3/21/2022 19:15,22,3,21,19,15,176,4.4,58,1.1,37.5,0.6,2218,8,28.9,4,1,6.24,40,134,88.34611,19.31296,255,01*,86*,0.647,Sniff,193.6,,,,33.66,,,,27.8,,,,,,,,,,,,
Wet,Varari,617,3/21/2022 19:20,22,3,21,19,20,186,4.4,45.7,2.7,50,0.6,2236,8,28.6,4,1,6.24,40,134,72.75562,17.79675,255,01*,87*,1.09,Sniff,160.6,,,,27.72,,,,27.8,,,,,,,,,,,,
Wet,Varari,618,3/21/2022 19:25,22,3,21,19,25,163,4.5,60.1,0.6,35,0,2218,7,28.6,4,1,6.24,40,134,84.40999,18.86283,255,01*,88*,0.582,Sniff,184.8,,,,32.12,,,,28,,,,,,,,,,,,
Wet,Varari,619,3/21/2022 19:30,22,3,21,19,30,193,4.4,58.6,1,37.3,0,2218,7,28.6,4,1,6.24,40,134,97.87363,20.22793,255,01*,89*,0.637,Sniff,220,,,,37.18,,,,27.9,,,,,,,,,,,,
Wet,Varari,620,3/21/2022 19:35,22,3,21,19,35,197,4.4,50.3,0.5,45.2,1.5,2236,8,28.6,4,1,6.24,40,134,84.88156,19.14144,255,01*,90*,0.899,Sniff,187,,,,32.34,,,,27.8,,,,,,,,,,,,
Wet,Varari,621,3/21/2022 19:40,22,3,21,19,40,170,4.5,58.8,1.8,38.8,0,2218,7,28.3,4,1,6.24,40,134,86.13264,19.0351,255,01*,91*,0.66,Sniff,189.2,,,,32.78,,,,27.9,,,,,,,,,,,,
Wet,Varari,622,3/21/2022 19:45,22,3,21,19,45,166,4.5,51.8,0,46.4,0.6,2218,7,28.3,4,1,6.24,40,134,73.21275,17.79049,255,01*,92*,0.896,Sniff,160.6,,,,27.94,,,,27.9,,,,,,,,,,,,
Wet,Varari,623,3/21/2022 19:50,22,3,21,19,50,183,4.4,42.1,1.1,50.3,0.6,2218,7,28.3,4,1,6.24,40,134,65.82651,17.03133,255,01*,93*,1.19,Sniff,145.2,,,,25.08,,,,27.9,,,,,,,,,,,,
Wet,Varari,624,3/21/2022 19:56,22,3,21,19,56,168,4.5,49.4,0.6,46.4,0,2218,7,28.3,4,1,6.21,40,134,71.49009,17.51103,255,01*,94*,0.939,Sniff,156.2,,,,27.28,,,,27.9,,,,,,,,,,,,
Wet,Varari,625,3/21/2022 20:01,22,3,21,20,1,173,4.4,45.7,2.3,50.3,0.6,2236,8,28,4,1,6.24,40,134,68.42493,17.22623,255,01*,95*,1.1,Sniff,149.6,,,,25.96,,,,27.9,,,,,,,,,,,,
Wet,Varari,626,3/21/2022 20:06,22,3,21,20,6,187,4.4,49.7,1.1,47.1,0,2218,8,28,4,1,6.24,40,134,80.55086,18.52732,255,01*,96*,0.948,Sniff,178.2,,,,30.8,,,,27.7,,,,,,,,,,,,
Wet,Varari,627,3/21/2022 20:11,22,3,21,20,11,169,4.4,45.6,2.4,48.5,0,2201,7,28,4,1,6.24,40,134,66.69265,17.03133,255,01*,97*,1.06,Sniff,147.4,,,,25.52,,,,27.8,,,,,,,,,,,,
Wet,Varari,628,3/21/2022 20:16,22,3,21,20,16,197,4.4,46.7,0,50.3,0.5,2218,7,28,4,1,6.21,40,134,79.68473,18.43775,255,01*,98*,1.08,Sniff,176,,,,30.36,,,,27.8,,,,,,,,,,,,
Wet,Varari,629,3/21/2022 20:21,22,3,21,20,21,227,4.4,44.9,2.2,50.2,0,2201,8,28,4,1,6.21,40,134,88.84244,19.42146,255,01*,99*,1.12,Sniff,195.8,,,,33.88,,,,27.8,,,,,,,,,,,,
Wet,Varari,630,3/21/2022 20:26,22,3,21,20,26,199,4.4,49.3,1.5,45.7,0.5,2218,7,27.7,4,1,6.21,40,134,84.88156,18.96821,255,01*,100*,0.927,Sniff,187,,,,32.34,,,,27.8,,,,,,,,,,,,
Wet,Varari,631,3/21/2022 20:31,22,3,21,20,31,190,4.4,48.4,0.5,47.4,0.5,2218,7,27.7,4,1,6.24,40,134,79.68473,18.43775,255,01*,101*,0.979,Sniff,176,,,,30.36,,,,27.7,,,,,,,,,,,,
Wet,Varari,632,3/21/2022 20:36,22,3,21,20,36,175,4.4,35.4,2.9,58.9,0.6,2218,7,27.7,4,1,6.21,40,134,53.70058,15.4818,255,01*,102*,1.66,Sniff,118.8,,,,20.46,,,,27.8,,,,,,,,,,,,
Wet,Varari,633,3/21/2022 20:41,22,3,21,20,41,206,4.4,45.2,1.5,50.5,1,2218,7,27.7,4,1,6.21,40,134,79.68473,18.52732,255,01*,103*,1.12,Sniff,176,,,,30.36,,,,27.8,,,,,,,,,,,,
Wet,Varari,634,3/21/2022 20:46,22,3,21,20,46,198,4.4,45,1,52,0,2218,7,27.7,4,1,6.24,40,134,77.08631,18.1661,255,01*,104*,1.16,Sniff,169.4,,,,29.48,,,,27.7,,,,,,,,,,,,
Wet,Varari,635,3/21/2022 20:51,22,3,21,20,51,178,4.4,41.6,1.1,53.9,0.6,2218,7,27.4,4,1,6.21,40,134,64.09424,16.73423,255,01*,105*,1.3,Sniff,140.8,,,,24.42,,,,27.8,,,,,,,,,,,,
Wet,Varari,636,3/21/2022 20:56,22,3,21,20,56,202,4.4,48,0.5,50,0,2218,7,27.7,4,1,6.21,40,134,84.01542,18.88094,255,01*,106*,1.04,Sniff,184.8,,,,32.12,,,,27.7,,,,,,,,,,,,
Wet,Varari,637,3/21/2022 21:01,22,3,21,21,1,217,4.4,48.4,2.3,47,1.4,2218,7,27.4,4,1,6.21,40,134,90.58444,19.76148,255,01*,107*,0.971,Sniff,198,,,,34.54,,,,27.8,,,,,,,,,,,,
Wet,Varari,638,3/21/2022 21:06,22,3,21,21,6,160,4.5,38.8,1.9,53.1,1.3,2218,7,27.4,4,1,6.18,40,134,52.54091,15.39579,255,01*,108*,1.37,Sniff,116.6,,,,20.02,,,,27.8,,,,,,,,,,,,
Wet,Varari,639,3/21/2022 21:11,22,3,21,21,11,163,4.5,49.7,3.1,44.8,0,2218,7,27.4,4,1,6.21,40,134,69.76744,17.32194,255,01*,109*,0.901,Sniff,154,,,,26.62,,,,27.7,,,,,,,,,,,,
Wet,Varari,640,3/21/2022 21:16,22,3,21,21,16,187,4.4,46.5,1.1,48.7,1.6,2218,7,27.4,4,1,6.18,40,134,74.4879,18.07454,255,01*,110*,1.05,Sniff,162.8,,,,28.38,,,,27.8,,,,,,,,,,,,
Wet,Varari,641,3/21/2022 21:21,22,3,21,21,21,191,4.4,56.6,0.5,39.3,1.1,2236,8,27.4,4,1,6.21,40,134,92.6768,19.81778,255,01*,111*,0.694,Sniff,198,,,,35.2,,,,27.9,,,,,,,,,,,,
Wet,Varari,642,3/21/2022 21:26,22,3,21,21,26,182,4.4,44.5,1.1,51.1,1.1,2218,7,27.4,4,1,6.21,40,134,69.29107,17.41871,255,01*,112*,1.15,Sniff,151.8,,,,26.4,,,,27.7,,,,,,,,,,,,
Wet,Varari,643,3/21/2022 21:31,22,3,21,21,31,184,4.4,46.2,0.6,51.1,0.6,2218,7,27.4,4,1,6.21,40,134,73.62176,17.79675,255,01*,113*,1.11,Sniff,162.8,,,,28.16,,,,27.7,,,,,,,,,,,,
Wet,Varari,644,3/21/2022 21:36,22,3,21,21,36,167,4.5,43.7,0.6,52.7,0,2236,8,27.4,4,1,6.18,40,134,62.87683,16.54147,255,01*,114*,1.21,Sniff,138.6,,,,23.98,,,,27.6,,,,,,,,,,,,
Wet,Varari,645,3/21/2022 21:41,22,3,21,21,41,205,4.5,42.9,1.5,51.7,0.5,2218,7,27.1,4,1,6.18,40,134,74.9354,17.97413,255,01*,115*,1.21,Sniff,165,,,,28.6,,,,27.7,,,,,,,,,,,,
Wet,Varari,646,3/21/2022 21:46,22,3,21,21,46,190,4.5,42.1,2.1,52.6,1.1,2236,8,27.1,4,1,6.21,40,134,67.66885,17.13135,255,01*,116*,1.25,Sniff,149.6,,,,25.96,,,,27.6,,,,,,,,,,,,
Wet,Varari,647,3/21/2022 21:51,22,3,21,21,51,163,4.5,41.1,0.6,54.6,0,2236,8,27.1,4,1,6.21,40,134,57.07471,15.75298,255,01*,117*,1.33,Sniff,125.4,,,,21.78,,,,27.5,,,,,,,,,,,,
Wet,Varari,648,3/21/2022 21:56,22,3,21,21,56,179,4.5,42.5,1.7,54.2,0,2218,7,27.1,4,1,6.18,40,134,65.09915,16.74584,255,01*,118*,1.28,Sniff,143,,,,24.86,,,,27.8,,,,,,,,,,,,
Wet,Varari,649,3/21/2022 22:01,22,3,21,22,1,174,4.5,44.8,0.6,52.9,0,2201,8,27.1,4,1,6.21,40,134,66.81228,16.93982,255,01*,119*,1.18,Sniff,147.4,,,,25.52,,,,27.7,,,,,,,,,,,,
Wet,Varari,650,3/21/2022 22:06,22,3,21,22,6,166,4.5,45.8,0,51.2,0,2218,7,27.1,4,1,6.21,40,134,64.74146,16.65383,255,01*,120*,1.12,Sniff,143,,,,24.64,,,,27.8,,,,,,,,,,,,
Wet,Varari,651,3/21/2022 22:11,22,3,21,22,11,166,4.5,44.6,1.2,50.6,1.8,2236,8,27.1,4,1,6.18,40,134,62.52944,16.6479,255,01*,121*,1.13,Sniff,138.6,,,,23.98,,,,27.7,,,,,,,,,,,,
Wet,Varari,652,3/21/2022 22:16,22,3,21,22,16,176,4.5,43.2,2.3,54,0,2236,8,27.1,4,1,6.21,40,134,65.09915,16.74584,255,01*,122*,1.25,Sniff,143,,,,24.86,,,,27.8,,,,,,,,,,,,
Wet,Varari,653,3/21/2022 22:21,22,3,21,22,21,179,4.5,47.5,2.2,46.4,1.1,2218,7,26.8,4,1,6.18,40,134,71.95169,17.6001,255,01*,123*,0.977,Sniff,158.4,,,,27.5,,,,27.8,,,,,,,,,,,,
Wet,Varari,654,3/21/2022 22:26,22,3,21,22,26,182,4.5,47.8,0.6,49.5,0,2218,7,26.8,4,1,6.18,40,134,74.52139,17.78377,255,01*,124*,1.04,Sniff,165,,,,28.38,,,,27.8,,,,,,,,,,,,
Wet,Varari,655,3/21/2022 22:31,22,3,21,22,31,186,4.5,49.5,0,50,0.6,2218,8,26.8,4,1,6.21,40,134,77.94766,18.23402,255,01*,125*,1.01,Sniff,171.6,,,,29.7,,,,27.6,,,,,,,,,,,,
Wet,Varari,656,3/21/2022 22:36,22,3,21,22,36,179,4.5,54.2,0.6,42.5,0.6,2218,7,26.8,4,1,6.18,40,134,83.08707,18.67231,255,01*,126*,0.784,Sniff,182.6,,,,31.68,,,,27.8,,,,,,,,,,,,
